value,source_id,notes_ids,iso3,Country__ESTANDAR,Years__ESTANDAR,Deciles,Geographical area
41.37564,26,8609,BRA,Brazil,2020,Decile 10,National
2.55552,26,8609,BRA,Brazil,2020,Decile 2,National
3.46136,26,8609,BRA,Brazil,2020,Decile 3,National
4.41002,26,8609,BRA,Brazil,2020,Decile 4,National
5.45301,26,8609,BRA,Brazil,2020,Decile 5,National
7.03702,26,8609,BRA,Brazil,2020,Decile 6,National
8.32872,26,8609,BRA,Brazil,2020,Decile 7,National
10.77714,26,8609,BRA,Brazil,2020,Decile 8,National
15.47798,26,8609,BRA,Brazil,2020,Decile 9,National
1.22675,26,8609,BRA,Brazil,2020,Decile 1,Rural
32.77884,26,8609,BRA,Brazil,2020,Decile 10,Rural
2.85729,26,8609,BRA,Brazil,2020,Decile 2,Rural
4.10816,26,8609,BRA,Brazil,2020,Decile 3,Rural
5.49455,26,8609,BRA,Brazil,2020,Decile 4,Rural
6.34434,26,8609,BRA,Brazil,2020,Decile 5,Rural
8.10398,26,8609,BRA,Brazil,2020,Decile 6,Rural
10.02998,26,8609,BRA,Brazil,2020,Decile 7,Rural
12.98896,26,8609,BRA,Brazil,2020,Decile 8,Rural
16.06716,26,8609,BRA,Brazil,2020,Decile 9,Rural
1.2392,26,8609,BRA,Brazil,2020,Decile 1,Urban
41.27295,26,8609,BRA,Brazil,2020,Decile 10,Urban
2.59658,26,8609,BRA,Brazil,2020,Decile 2,Urban
3.52712,26,8609,BRA,Brazil,2020,Decile 3,Urban
4.47935,26,8609,BRA,Brazil,2020,Decile 4,Urban
5.57636,26,8609,BRA,Brazil,2020,Decile 5,Urban
6.8755,26,8609,BRA,Brazil,2020,Decile 6,Urban
8.44301,26,8609,BRA,Brazil,2020,Decile 7,Urban
10.59512,26,8609,BRA,Brazil,2020,Decile 8,Urban
15.3948,26,8609,BRA,Brazil,2020,Decile 9,Urban
0.8913,26,8609,BRA,Brazil,2021,Decile 1,National
42.39534,26,8609,BRA,Brazil,2021,Decile 10,National
2.26518,26,8609,BRA,Brazil,2021,Decile 2,National
3.23157,26,8609,BRA,Brazil,2021,Decile 3,National
4.09018,26,8609,BRA,Brazil,2021,Decile 4,National
5.3048,26,8609,BRA,Brazil,2021,Decile 5,National
6.83211,26,8609,BRA,Brazil,2021,Decile 6,National
8.18112,26,8609,BRA,Brazil,2021,Decile 7,National
10.91195,26,8609,BRA,Brazil,2021,Decile 8,National
15.89645,26,8609,BRA,Brazil,2021,Decile 9,National
1.05641,26,8609,BRA,Brazil,2021,Decile 1,Rural
35.37851,26,8609,BRA,Brazil,2021,Decile 10,Rural
2.27865,26,8609,BRA,Brazil,2021,Decile 2,Rural
3.53241,26,8609,BRA,Brazil,2021,Decile 3,Rural
4.58202,26,8609,BRA,Brazil,2021,Decile 4,Rural
5.92246,26,8609,BRA,Brazil,2021,Decile 5,Rural
7.75448,26,8609,BRA,Brazil,2021,Decile 6,Rural
9.8644,26,8609,BRA,Brazil,2021,Decile 7,Rural
13.10804,26,8609,BRA,Brazil,2021,Decile 8,Rural
16.52262,26,8609,BRA,Brazil,2021,Decile 9,Rural
1.00014,26,8609,BRA,Brazil,2021,Decile 1,Urban
42.0382,26,8609,BRA,Brazil,2021,Decile 10,Urban
2.39795,26,8609,BRA,Brazil,2021,Decile 2,Urban
3.3385,26,8609,BRA,Brazil,2021,Decile 3,Urban
4.14167,26,8609,BRA,Brazil,2021,Decile 4,Urban
5.42028,26,8609,BRA,Brazil,2021,Decile 5,Urban
6.50507,26,8609,BRA,Brazil,2021,Decile 6,Urban
8.48686,26,8609,BRA,Brazil,2021,Decile 7,Urban
10.87552,26,8609,BRA,Brazil,2021,Decile 8,Urban
15.79581,26,8609,BRA,Brazil,2021,Decile 9,Urban
1.21109,26,8609,BRA,Brazil,2022,Decile 1,National
40.55154,26,8609,BRA,Brazil,2022,Decile 10,National
2.538,26,8609,BRA,Brazil,2022,Decile 2,National
3.41344,26,8609,BRA,Brazil,2022,Decile 3,National
4.47873,26,8609,BRA,Brazil,2022,Decile 4,National
5.59511,26,8609,BRA,Brazil,2022,Decile 5,National
6.56383,26,8609,BRA,Brazil,2022,Decile 6,National
8.68965,26,8609,BRA,Brazil,2022,Decile 7,National
10.58273,26,8609,BRA,Brazil,2022,Decile 8,National
16.37588,26,8609,BRA,Brazil,2022,Decile 9,National
1.25577,26,8609,BRA,Brazil,2022,Decile 1,Rural
36.24175,26,8609,BRA,Brazil,2022,Decile 10,Rural
2.68844,26,8609,BRA,Brazil,2022,Decile 2,Rural
3.63042,26,8609,BRA,Brazil,2022,Decile 3,Rural
4.70455,26,8609,BRA,Brazil,2022,Decile 4,Rural
6.36261,26,8609,BRA,Brazil,2022,Decile 5,Rural
7.40747,26,8609,BRA,Brazil,2022,Decile 6,Rural
9.72562,26,8609,BRA,Brazil,2022,Decile 7,Rural
11.23002,26,8609,BRA,Brazil,2022,Decile 8,Rural
16.75336,26,8609,BRA,Brazil,2022,Decile 9,Rural
1.34447,26,8609,BRA,Brazil,2022,Decile 1,Urban
40.05914,26,8609,BRA,Brazil,2022,Decile 10,Urban
2.71003,26,8609,BRA,Brazil,2022,Decile 2,Urban
3.47031,26,8609,BRA,Brazil,2022,Decile 3,Urban
4.48427,26,8609,BRA,Brazil,2022,Decile 4,Urban
5.63257,26,8609,BRA,Brazil,2022,Decile 5,Urban
7.11986,26,8609,BRA,Brazil,2022,Decile 6,Urban
8.08456,26,8609,BRA,Brazil,2022,Decile 7,Urban
11.21584,26,8609,BRA,Brazil,2022,Decile 8,Urban
15.87896,26,8609,BRA,Brazil,2022,Decile 9,Urban
1.29429,26,8609,BRA,Brazil,2023,Decile 1,National
40.94479,26,8609,BRA,Brazil,2023,Decile 10,National
2.53574,26,8609,BRA,Brazil,2023,Decile 2,National
3.4288,26,8609,BRA,Brazil,2023,Decile 3,National
4.33936,26,8609,BRA,Brazil,2023,Decile 4,National
5.6039,26,8609,BRA,Brazil,2023,Decile 5,National
6.99937,26,8609,BRA,Brazil,2023,Decile 6,National
8.34863,26,8609,BRA,Brazil,2023,Decile 7,National
10.88409,26,8609,BRA,Brazil,2023,Decile 8,National
15.62102,26,8609,BRA,Brazil,2023,Decile 9,National
1.56219,26,8609,BRA,Brazil,2023,Decile 1,Rural
34.93732,26,8609,BRA,Brazil,2023,Decile 10,Rural
2.83485,26,8609,BRA,Brazil,2023,Decile 2,Rural
3.81775,26,8609,BRA,Brazil,2023,Decile 3,Rural
4.94704,26,8609,BRA,Brazil,2023,Decile 4,Rural
6.3626,26,8609,BRA,Brazil,2023,Decile 5,Rural
7.61206,26,8609,BRA,Brazil,2023,Decile 6,Rural
9.81017,26,8609,BRA,Brazil,2023,Decile 7,Rural
14.35097,26,8609,BRA,Brazil,2023,Decile 8,Rural
13.76505,26,8609,BRA,Brazil,2023,Decile 9,Rural
1.38252,26,8609,BRA,Brazil,2023,Decile 1,Urban
40.59744,26,8609,BRA,Brazil,2023,Decile 10,Urban
2.62152,26,8609,BRA,Brazil,2023,Decile 2,Urban
3.48107,26,8609,BRA,Brazil,2023,Decile 3,Urban
4.46845,26,8609,BRA,Brazil,2023,Decile 4,Urban
5.65749,26,8609,BRA,Brazil,2023,Decile 5,Urban
6.86095,26,8609,BRA,Brazil,2023,Decile 6,Urban
8.35156,26,8609,BRA,Brazil,2023,Decile 7,Urban
10.79016,26,8609,BRA,Brazil,2023,Decile 8,Urban
15.78884,26,8609,BRA,Brazil,2023,Decile 9,Urban
1.40879,26,,CHL,Chile,2000,Decile 1,National
40.57987,26,,CHL,Chile,2000,Decile 10,National
2.68832,26,,CHL,Chile,2000,Decile 2,National
3.59429,26,,CHL,Chile,2000,Decile 3,National
4.44054,26,,CHL,Chile,2000,Decile 4,National
5.48293,26,,CHL,Chile,2000,Decile 5,National
6.73931,26,,CHL,Chile,2000,Decile 6,National
8.34148,26,,CHL,Chile,2000,Decile 7,National
10.91142,26,,CHL,Chile,2000,Decile 8,National
15.81306,26,,CHL,Chile,2000,Decile 9,National
1.89166,26,,CHL,Chile,2000,Decile 1,Rural
37.10657,26,,CHL,Chile,2000,Decile 10,Rural
3.45266,26,,CHL,Chile,2000,Decile 2,Rural
4.51245,26,,CHL,Chile,2000,Decile 3,Rural
5.44613,26,,CHL,Chile,2000,Decile 4,Rural
6.44435,26,,CHL,Chile,2000,Decile 5,Rural
7.58042,26,,CHL,Chile,2000,Decile 6,Rural
8.8791,26,,CHL,Chile,2000,Decile 7,Rural
10.68741,26,,CHL,Chile,2000,Decile 8,Rural
13.99926,26,,CHL,Chile,2000,Decile 9,Rural
1.45272,26,,CHL,Chile,2000,Decile 1,Urban
39.8648,26,,CHL,Chile,2000,Decile 10,Urban
2.75465,26,,CHL,Chile,2000,Decile 2,Urban
3.64496,26,,CHL,Chile,2000,Decile 3,Urban
4.5634,26,,CHL,Chile,2000,Decile 4,Urban
5.59493,26,,CHL,Chile,2000,Decile 5,Urban
6.82856,26,,CHL,Chile,2000,Decile 6,Urban
8.43546,26,,CHL,Chile,2000,Decile 7,Urban
10.9899,26,,CHL,Chile,2000,Decile 8,Urban
15.87062,26,,CHL,Chile,2000,Decile 9,Urban
1.45362,26,,CHL,Chile,2003,Decile 1,National
40.18947,26,,CHL,Chile,2003,Decile 10,National
2.74458,26,,CHL,Chile,2003,Decile 2,National
3.6422,26,,CHL,Chile,2003,Decile 3,National
4.55649,26,,CHL,Chile,2003,Decile 4,National
5.60235,26,,CHL,Chile,2003,Decile 5,National
6.82031,26,,CHL,Chile,2003,Decile 6,National
8.42966,26,,CHL,Chile,2003,Decile 7,National
10.91991,26,,CHL,Chile,2003,Decile 8,National
15.64142,26,,CHL,Chile,2003,Decile 9,National
1.86967,26,,CHL,Chile,2003,Decile 1,Rural
37.61455,26,,CHL,Chile,2003,Decile 10,Rural
3.37861,26,,CHL,Chile,2003,Decile 2,Rural
4.3885,26,,CHL,Chile,2003,Decile 3,Rural
5.30524,26,,CHL,Chile,2003,Decile 4,Rural
6.32551,26,,CHL,Chile,2003,Decile 5,Rural
7.46839,26,,CHL,Chile,2003,Decile 6,Rural
8.82933,26,,CHL,Chile,2003,Decile 7,Rural
10.73091,26,,CHL,Chile,2003,Decile 8,Rural
14.08928,26,,CHL,Chile,2003,Decile 9,Rural
1.48531,26,,CHL,Chile,2003,Decile 1,Urban
39.60747,26,,CHL,Chile,2003,Decile 10,Urban
2.79904,26,,CHL,Chile,2003,Decile 2,Urban
3.64067,26,,CHL,Chile,2003,Decile 3,Urban
4.69717,26,,CHL,Chile,2003,Decile 4,Urban
5.68883,26,,CHL,Chile,2003,Decile 5,Urban
6.78792,26,,CHL,Chile,2003,Decile 6,Urban
8.595,26,,CHL,Chile,2003,Decile 7,Urban
10.9955,26,,CHL,Chile,2003,Decile 8,Urban
15.70309,26,,CHL,Chile,2003,Decile 9,Urban
1.63786,26,,CHL,Chile,2006,Decile 1,National
38.74163,26,,CHL,Chile,2006,Decile 10,National
2.94939,26,,CHL,Chile,2006,Decile 2,National
3.84645,26,,CHL,Chile,2006,Decile 3,National
4.64808,26,,CHL,Chile,2006,Decile 4,National
5.90606,26,,CHL,Chile,2006,Decile 5,National
6.97836,26,,CHL,Chile,2006,Decile 6,National
8.6093,26,,CHL,Chile,2006,Decile 7,National
10.96599,26,,CHL,Chile,2006,Decile 8,National
15.71687,26,,CHL,Chile,2006,Decile 9,National
1.89389,26,,CHL,Chile,2006,Decile 1,Rural
37.38435,26,,CHL,Chile,2006,Decile 10,Rural
3.49035,26,,CHL,Chile,2006,Decile 2,Rural
4.46843,26,,CHL,Chile,2006,Decile 3,Rural
5.38785,26,,CHL,Chile,2006,Decile 4,Rural
6.31545,26,,CHL,Chile,2006,Decile 5,Rural
7.41142,26,,CHL,Chile,2006,Decile 6,Rural
8.82869,26,,CHL,Chile,2006,Decile 7,Rural
10.77581,26,,CHL,Chile,2006,Decile 8,Rural
14.04375,26,,CHL,Chile,2006,Decile 9,Rural
1.67836,26,,CHL,Chile,2006,Decile 1,Urban
38.19284,26,,CHL,Chile,2006,Decile 10,Urban
2.98716,26,,CHL,Chile,2006,Decile 2,Urban
3.96584,26,,CHL,Chile,2006,Decile 3,Urban
4.7514,26,,CHL,Chile,2006,Decile 4,Urban
5.84252,26,,CHL,Chile,2006,Decile 5,Urban
7.06424,26,,CHL,Chile,2006,Decile 6,Urban
8.65428,26,,CHL,Chile,2006,Decile 7,Urban
11.04588,26,,CHL,Chile,2006,Decile 8,Urban
15.81748,26,,CHL,Chile,2006,Decile 9,Urban
1.69128,26,,CHL,Chile,2009,Decile 1,National
38.71615,26,,CHL,Chile,2009,Decile 10,National
3.09062,26,,CHL,Chile,2009,Decile 2,National
3.96126,26,,CHL,Chile,2009,Decile 3,National
4.83919,26,,CHL,Chile,2009,Decile 4,National
5.8262,26,,CHL,Chile,2009,Decile 5,National
7.05424,26,,CHL,Chile,2009,Decile 6,National
8.50763,26,,CHL,Chile,2009,Decile 7,National
10.86803,26,,CHL,Chile,2009,Decile 8,National
15.4454,26,,CHL,Chile,2009,Decile 9,National
1.99057,26,,CHL,Chile,2009,Decile 1,Rural
33.51161,26,,CHL,Chile,2009,Decile 10,Rural
3.82285,26,,CHL,Chile,2009,Decile 2,Rural
4.78685,26,,CHL,Chile,2009,Decile 3,Rural
5.75521,26,,CHL,Chile,2009,Decile 4,Rural
6.81132,26,,CHL,Chile,2009,Decile 5,Rural
7.98365,26,,CHL,Chile,2009,Decile 6,Rural
9.34712,26,,CHL,Chile,2009,Decile 7,Rural
11.29858,26,,CHL,Chile,2009,Decile 8,Rural
14.69224,26,,CHL,Chile,2009,Decile 9,Rural
1.70506,26,,CHL,Chile,2009,Decile 1,Urban
38.57999,26,,CHL,Chile,2009,Decile 10,Urban
3.0939,26,,CHL,Chile,2009,Decile 2,Urban
3.96366,26,,CHL,Chile,2009,Decile 3,Urban
4.82318,26,,CHL,Chile,2009,Decile 4,Urban
5.82458,26,,CHL,Chile,2009,Decile 5,Urban
7.02448,26,,CHL,Chile,2009,Decile 6,Urban
8.53976,26,,CHL,Chile,2009,Decile 7,Urban
10.89957,26,,CHL,Chile,2009,Decile 8,Urban
15.54582,26,,CHL,Chile,2009,Decile 9,Urban
1.83946,26,,CHL,Chile,2011,Decile 1,National
38.39089,26,,CHL,Chile,2011,Decile 10,National
3.14324,26,,CHL,Chile,2011,Decile 2,National
4.02916,26,,CHL,Chile,2011,Decile 3,National
4.90874,26,,CHL,Chile,2011,Decile 4,National
5.86716,26,,CHL,Chile,2011,Decile 5,National
6.98538,26,,CHL,Chile,2011,Decile 6,National
8.52166,26,,CHL,Chile,2011,Decile 7,National
10.81092,26,,CHL,Chile,2011,Decile 8,National
15.50339,26,,CHL,Chile,2011,Decile 9,National
2.2276,26,,CHL,Chile,2011,Decile 1,Rural
34.25207,26,,CHL,Chile,2011,Decile 10,Rural
3.89723,26,,CHL,Chile,2011,Decile 2,Rural
4.82096,26,,CHL,Chile,2011,Decile 3,Rural
5.75776,26,,CHL,Chile,2011,Decile 4,Rural
6.71942,26,,CHL,Chile,2011,Decile 5,Rural
7.9057,26,,CHL,Chile,2011,Decile 6,Rural
9.0555,26,,CHL,Chile,2011,Decile 7,Rural
11.0521,26,,CHL,Chile,2011,Decile 8,Rural
14.31166,26,,CHL,Chile,2011,Decile 9,Rural
1.83445,26,,CHL,Chile,2011,Decile 1,Urban
38.14644,26,,CHL,Chile,2011,Decile 10,Urban
3.12671,26,,CHL,Chile,2011,Decile 2,Urban
4.03272,26,,CHL,Chile,2011,Decile 3,Urban
4.86376,26,,CHL,Chile,2011,Decile 4,Urban
5.90365,26,,CHL,Chile,2011,Decile 5,Urban
6.99615,26,,CHL,Chile,2011,Decile 6,Urban
8.53427,26,,CHL,Chile,2011,Decile 7,Urban
10.88222,26,,CHL,Chile,2011,Decile 8,Urban
15.67964,26,,CHL,Chile,2011,Decile 9,Urban
1.91673,26,,CHL,Chile,2013,Decile 1,National
38.6471,26,,CHL,Chile,2013,Decile 10,National
3.20196,26,,CHL,Chile,2013,Decile 2,National
4.03816,26,,CHL,Chile,2013,Decile 3,National
4.89236,26,,CHL,Chile,2013,Decile 4,National
5.82724,26,,CHL,Chile,2013,Decile 5,National
6.9393,26,,CHL,Chile,2013,Decile 6,National
8.42479,26,,CHL,Chile,2013,Decile 7,National
10.69955,26,,CHL,Chile,2013,Decile 8,National
15.41281,26,,CHL,Chile,2013,Decile 9,National
2.36325,26,,CHL,Chile,2013,Decile 1,Rural
34.17661,26,,CHL,Chile,2013,Decile 10,Rural
3.93143,26,,CHL,Chile,2013,Decile 2,Rural
4.90522,26,,CHL,Chile,2013,Decile 3,Rural
5.77931,26,,CHL,Chile,2013,Decile 4,Rural
6.76074,26,,CHL,Chile,2013,Decile 5,Rural
7.86362,26,,CHL,Chile,2013,Decile 6,Rural
9.06537,26,,CHL,Chile,2013,Decile 7,Rural
10.93977,26,,CHL,Chile,2013,Decile 8,Rural
14.21468,26,,CHL,Chile,2013,Decile 9,Rural
1.92186,26,,CHL,Chile,2013,Decile 1,Urban
38.44466,26,,CHL,Chile,2013,Decile 10,Urban
3.20053,26,,CHL,Chile,2013,Decile 2,Urban
4.03071,26,,CHL,Chile,2013,Decile 3,Urban
4.88915,26,,CHL,Chile,2013,Decile 4,Urban
5.83023,26,,CHL,Chile,2013,Decile 5,Urban
6.96649,26,,CHL,Chile,2013,Decile 6,Urban
8.40823,26,,CHL,Chile,2013,Decile 7,Urban
10.76002,26,,CHL,Chile,2013,Decile 8,Urban
15.54811,26,,CHL,Chile,2013,Decile 9,Urban
2.02417,26,,CHL,Chile,2015,Decile 1,National
37.33896,26,,CHL,Chile,2015,Decile 10,National
3.30926,26,,CHL,Chile,2015,Decile 2,National
4.19279,26,,CHL,Chile,2015,Decile 3,National
5.06174,26,,CHL,Chile,2015,Decile 4,National
5.99012,26,,CHL,Chile,2015,Decile 5,National
7.15068,26,,CHL,Chile,2015,Decile 6,National
8.66473,26,,CHL,Chile,2015,Decile 7,National
10.9295,26,,CHL,Chile,2015,Decile 8,National
15.33804,26,,CHL,Chile,2015,Decile 9,National
2.43239,26,,CHL,Chile,2015,Decile 1,Rural
33.40946,26,,CHL,Chile,2015,Decile 10,Rural
3.99287,26,,CHL,Chile,2015,Decile 2,Rural
4.95727,26,,CHL,Chile,2015,Decile 3,Rural
5.84941,26,,CHL,Chile,2015,Decile 4,Rural
6.75905,26,,CHL,Chile,2015,Decile 5,Rural
7.84493,26,,CHL,Chile,2015,Decile 6,Rural
9.13856,26,,CHL,Chile,2015,Decile 7,Rural
11.0707,26,,CHL,Chile,2015,Decile 8,Rural
14.54536,26,,CHL,Chile,2015,Decile 9,Rural
2.02316,26,,CHL,Chile,2015,Decile 1,Urban
37.1995,26,,CHL,Chile,2015,Decile 10,Urban
3.29857,26,,CHL,Chile,2015,Decile 2,Urban
4.19392,26,,CHL,Chile,2015,Decile 3,Urban
5.05775,26,,CHL,Chile,2015,Decile 4,Urban
6.01933,26,,CHL,Chile,2015,Decile 5,Urban
7.13492,26,,CHL,Chile,2015,Decile 6,Urban
8.67917,26,,CHL,Chile,2015,Decile 7,Urban
10.93075,26,,CHL,Chile,2015,Decile 8,Urban
15.46293,26,,CHL,Chile,2015,Decile 9,Urban
2.02409,26,,CHL,Chile,2017,Decile 1,National
37.50214,26,,CHL,Chile,2017,Decile 10,National
3.31095,26,,CHL,Chile,2017,Decile 2,National
4.2039,26,,CHL,Chile,2017,Decile 3,National
5.07382,26,,CHL,Chile,2017,Decile 4,National
6.02638,26,,CHL,Chile,2017,Decile 5,National
7.17017,26,,CHL,Chile,2017,Decile 6,National
8.65808,26,,CHL,Chile,2017,Decile 7,National
10.83554,26,,CHL,Chile,2017,Decile 8,National
15.19491,26,,CHL,Chile,2017,Decile 9,National
2.3174,26,,CHL,Chile,2017,Decile 1,Rural
37.96295,26,,CHL,Chile,2017,Decile 10,Rural
3.68594,26,,CHL,Chile,2017,Decile 2,Rural
4.56707,26,,CHL,Chile,2017,Decile 3,Rural
5.37597,26,,CHL,Chile,2017,Decile 4,Rural
6.24882,26,,CHL,Chile,2017,Decile 5,Rural
7.27755,26,,CHL,Chile,2017,Decile 6,Rural
8.6267,26,,CHL,Chile,2017,Decile 7,Rural
10.23219,26,,CHL,Chile,2017,Decile 8,Rural
13.70541,26,,CHL,Chile,2017,Decile 9,Rural
2.02572,26,,CHL,Chile,2017,Decile 1,Urban
37.04636,26,,CHL,Chile,2017,Decile 10,Urban
3.33121,26,,CHL,Chile,2017,Decile 2,Urban
4.23655,26,,CHL,Chile,2017,Decile 3,Urban
5.10719,26,,CHL,Chile,2017,Decile 4,Urban
6.05526,26,,CHL,Chile,2017,Decile 5,Urban
7.22137,26,,CHL,Chile,2017,Decile 6,Urban
8.69724,26,,CHL,Chile,2017,Decile 7,Urban
10.9215,26,,CHL,Chile,2017,Decile 8,Urban
15.35759,26,,CHL,Chile,2017,Decile 9,Urban
1.3104,26,,CHL,Chile,2020,Decile 1,National
38.33804,26,,CHL,Chile,2020,Decile 10,National
2.99386,26,,CHL,Chile,2020,Decile 2,National
3.93532,26,,CHL,Chile,2020,Decile 3,National
4.85121,26,,CHL,Chile,2020,Decile 4,National
5.82288,26,,CHL,Chile,2020,Decile 5,National
7.01508,26,,CHL,Chile,2020,Decile 6,National
8.55183,26,,CHL,Chile,2020,Decile 7,National
11.04311,26,,CHL,Chile,2020,Decile 8,National
16.13826,26,,CHL,Chile,2020,Decile 9,National
1.58748,26,,CHL,Chile,2020,Decile 1,Rural
37.55683,26,,CHL,Chile,2020,Decile 10,Rural
3.58471,26,,CHL,Chile,2020,Decile 2,Rural
4.61176,26,,CHL,Chile,2020,Decile 3,Rural
5.45402,26,,CHL,Chile,2020,Decile 4,Rural
6.33645,26,,CHL,Chile,2020,Decile 5,Rural
7.44077,26,,CHL,Chile,2020,Decile 6,Rural
8.78763,26,,CHL,Chile,2020,Decile 7,Rural
10.64481,26,,CHL,Chile,2020,Decile 8,Rural
13.99555,26,,CHL,Chile,2020,Decile 9,Rural
1.29009,26,,CHL,Chile,2020,Decile 1,Urban
37.90578,26,,CHL,Chile,2020,Decile 10,Urban
2.949,26,,CHL,Chile,2020,Decile 2,Urban
3.90148,26,,CHL,Chile,2020,Decile 3,Urban
4.83408,26,,CHL,Chile,2020,Decile 4,Urban
5.81639,26,,CHL,Chile,2020,Decile 5,Urban
7.02664,26,,CHL,Chile,2020,Decile 6,Urban
8.61122,26,,CHL,Chile,2020,Decile 7,Urban
11.21203,26,,CHL,Chile,2020,Decile 8,Urban
16.45329,26,,CHL,Chile,2020,Decile 9,Urban
1.93847,26,,CHL,Chile,2022,Decile 1,National
35.37859,26,,CHL,Chile,2022,Decile 10,National
3.45384,26,,CHL,Chile,2022,Decile 2,National
4.3911,26,,CHL,Chile,2022,Decile 3,National
5.3012,26,,CHL,Chile,2022,Decile 4,National
6.32142,26,,CHL,Chile,2022,Decile 5,National
7.4801,26,,CHL,Chile,2022,Decile 6,National
8.95945,26,,CHL,Chile,2022,Decile 7,National
11.2884,26,,CHL,Chile,2022,Decile 8,National
15.48743,26,,CHL,Chile,2022,Decile 9,National
2.21857,26,,CHL,Chile,2022,Decile 1,Rural
30.34688,26,,CHL,Chile,2022,Decile 10,Rural
4.16144,26,,CHL,Chile,2022,Decile 2,Rural
5.20931,26,,CHL,Chile,2022,Decile 3,Rural
6.19609,26,,CHL,Chile,2022,Decile 4,Rural
7.20532,26,,CHL,Chile,2022,Decile 5,Rural
8.33904,26,,CHL,Chile,2022,Decile 6,Rural
9.75556,26,,CHL,Chile,2022,Decile 7,Rural
11.43478,26,,CHL,Chile,2022,Decile 8,Rural
15.13301,26,,CHL,Chile,2022,Decile 9,Rural
1.92423,26,,CHL,Chile,2022,Decile 1,Urban
35.4488,26,,CHL,Chile,2022,Decile 10,Urban
3.41715,26,,CHL,Chile,2022,Decile 2,Urban
4.35032,26,,CHL,Chile,2022,Decile 3,Urban
5.28291,26,,CHL,Chile,2022,Decile 4,Urban
6.27989,26,,CHL,Chile,2022,Decile 5,Urban
7.44222,26,,CHL,Chile,2022,Decile 6,Urban
8.94074,26,,CHL,Chile,2022,Decile 7,Urban
11.23178,26,,CHL,Chile,2022,Decile 8,Urban
15.68197,26,,CHL,Chile,2022,Decile 9,Urban
0.83039,26,8610,COL,Colombia,2002,Decile 1,National
44.62418,26,8610,COL,Colombia,2002,Decile 10,National
1.97778,26,8610,COL,Colombia,2002,Decile 2,National
2.92187,26,8610,COL,Colombia,2002,Decile 3,National
3.86935,26,8610,COL,Colombia,2002,Decile 4,National
4.98337,26,8610,COL,Colombia,2002,Decile 5,National
6.29479,26,8610,COL,Colombia,2002,Decile 6,National
8.07098,26,8610,COL,Colombia,2002,Decile 7,National
10.62426,26,8610,COL,Colombia,2002,Decile 8,National
15.80304,26,8610,COL,Colombia,2002,Decile 9,National
0.98363,26,8610,COL,Colombia,2002,Decile 1,Rural
40.30939,26,8610,COL,Colombia,2002,Decile 10,Rural
2.39893,26,8610,COL,Colombia,2002,Decile 2,Rural
3.42943,26,8610,COL,Colombia,2002,Decile 3,Rural
4.47412,26,8610,COL,Colombia,2002,Decile 4,Rural
5.73205,26,8610,COL,Colombia,2002,Decile 5,Rural
7.00735,26,8610,COL,Colombia,2002,Decile 6,Rural
8.69847,26,8610,COL,Colombia,2002,Decile 7,Rural
11.26846,26,8610,COL,Colombia,2002,Decile 8,Rural
15.69817,26,8610,COL,Colombia,2002,Decile 9,Rural
1.04159,26,8610,COL,Colombia,2002,Decile 1,Urban
42.93434,26,8610,COL,Colombia,2002,Decile 10,Urban
2.32836,26,8610,COL,Colombia,2002,Decile 2,Urban
3.21831,26,8610,COL,Colombia,2002,Decile 3,Urban
4.13781,26,8610,COL,Colombia,2002,Decile 4,Urban
5.21653,26,8610,COL,Colombia,2002,Decile 5,Urban
6.47944,26,8610,COL,Colombia,2002,Decile 6,Urban
8.15111,26,8610,COL,Colombia,2002,Decile 7,Urban
10.72462,26,8610,COL,Colombia,2002,Decile 8,Urban
15.76789,26,8610,COL,Colombia,2002,Decile 9,Urban
0.94209,26,8610,COL,Colombia,2003,Decile 1,National
42.87112,26,8610,COL,Colombia,2003,Decile 10,National
2.20473,26,8610,COL,Colombia,2003,Decile 2,National
3.15631,26,8610,COL,Colombia,2003,Decile 3,National
4.09106,26,8610,COL,Colombia,2003,Decile 4,National
5.19018,26,8610,COL,Colombia,2003,Decile 5,National
6.43305,26,8610,COL,Colombia,2003,Decile 6,National
8.17806,26,8610,COL,Colombia,2003,Decile 7,National
10.82024,26,8610,COL,Colombia,2003,Decile 8,National
16.11315,26,8610,COL,Colombia,2003,Decile 9,National
1.19678,26,8610,COL,Colombia,2003,Decile 1,Rural
35.07077,26,8610,COL,Colombia,2003,Decile 10,Rural
2.77123,26,8610,COL,Colombia,2003,Decile 2,Rural
3.99486,26,8610,COL,Colombia,2003,Decile 3,Rural
5.13889,26,8610,COL,Colombia,2003,Decile 4,Rural
6.53259,26,8610,COL,Colombia,2003,Decile 5,Rural
7.96402,26,8610,COL,Colombia,2003,Decile 6,Rural
9.80516,26,8610,COL,Colombia,2003,Decile 7,Rural
12.01752,26,8610,COL,Colombia,2003,Decile 8,Rural
15.50819,26,8610,COL,Colombia,2003,Decile 9,Rural
1.13685,26,8610,COL,Colombia,2003,Decile 1,Urban
41.33454,26,8610,COL,Colombia,2003,Decile 10,Urban
2.44452,26,8610,COL,Colombia,2003,Decile 2,Urban
3.34104,26,8610,COL,Colombia,2003,Decile 3,Urban
4.27092,26,8610,COL,Colombia,2003,Decile 4,Urban
5.28653,26,8610,COL,Colombia,2003,Decile 5,Urban
