value,source_id,notes_ids,iso3,Country__ESTANDAR,Years__ESTANDAR,Deciles,Geographical area
10.56893,26,,SLV,El Salvador,2021,Decile 7,Rural
12.82968,26,,SLV,El Salvador,2021,Decile 8,Rural
16.24093,26,,SLV,El Salvador,2021,Decile 9,Rural
2.12345,26,,SLV,El Salvador,2021,Decile 1,Urban
28.58179,26,,SLV,El Salvador,2021,Decile 10,Urban
3.8442,26,,SLV,El Salvador,2021,Decile 2,Urban
4.99158,26,,SLV,El Salvador,2021,Decile 3,Urban
6.11978,26,,SLV,El Salvador,2021,Decile 4,Urban
7.27662,26,,SLV,El Salvador,2021,Decile 5,Urban
8.62817,26,,SLV,El Salvador,2021,Decile 6,Urban
10.18555,26,,SLV,El Salvador,2021,Decile 7,Urban
12.36903,26,,SLV,El Salvador,2021,Decile 8,Urban
15.87985,26,,SLV,El Salvador,2021,Decile 9,Urban
1.65391,26,,SLV,El Salvador,2022,Decile 1,National
29.47113,26,,SLV,El Salvador,2022,Decile 10,National
3.48312,26,,SLV,El Salvador,2022,Decile 2,National
4.74426,26,,SLV,El Salvador,2022,Decile 3,National
5.91037,26,,SLV,El Salvador,2022,Decile 4,National
7.14993,26,,SLV,El Salvador,2022,Decile 5,National
8.58544,26,,SLV,El Salvador,2022,Decile 6,National
10.19753,26,,SLV,El Salvador,2022,Decile 7,National
12.51339,26,,SLV,El Salvador,2022,Decile 8,National
16.29093,26,,SLV,El Salvador,2022,Decile 9,National
1.47609,26,,SLV,El Salvador,2022,Decile 1,Rural
28.68335,26,,SLV,El Salvador,2022,Decile 10,Rural
3.50866,26,,SLV,El Salvador,2022,Decile 2,Rural
4.80983,26,,SLV,El Salvador,2022,Decile 3,Rural
6.08021,26,,SLV,El Salvador,2022,Decile 4,Rural
7.4413,26,,SLV,El Salvador,2022,Decile 5,Rural
8.79871,26,,SLV,El Salvador,2022,Decile 6,Rural
10.4804,26,,SLV,El Salvador,2022,Decile 7,Rural
12.73236,26,,SLV,El Salvador,2022,Decile 8,Rural
15.98909,26,,SLV,El Salvador,2022,Decile 9,Rural
2.12045,26,,SLV,El Salvador,2022,Decile 1,Urban
28.10113,26,,SLV,El Salvador,2022,Decile 10,Urban
3.86987,26,,SLV,El Salvador,2022,Decile 2,Urban
5.0528,26,,SLV,El Salvador,2022,Decile 3,Urban
6.16559,26,,SLV,El Salvador,2022,Decile 4,Urban
7.35684,26,,SLV,El Salvador,2022,Decile 5,Urban
8.6319,26,,SLV,El Salvador,2022,Decile 6,Urban
10.2719,26,,SLV,El Salvador,2022,Decile 7,Urban
12.46749,26,,SLV,El Salvador,2022,Decile 8,Urban
15.96202,26,,SLV,El Salvador,2022,Decile 9,Urban
1.638,26,,SLV,El Salvador,2023,Decile 1,National
30.58887,26,,SLV,El Salvador,2023,Decile 10,National
3.49739,26,,SLV,El Salvador,2023,Decile 2,National
4.59032,26,,SLV,El Salvador,2023,Decile 3,National
5.71162,26,,SLV,El Salvador,2023,Decile 4,National
6.89356,26,,SLV,El Salvador,2023,Decile 5,National
8.2819,26,,SLV,El Salvador,2023,Decile 6,National
10.04885,26,,SLV,El Salvador,2023,Decile 7,National
12.37048,26,,SLV,El Salvador,2023,Decile 8,National
16.379,26,,SLV,El Salvador,2023,Decile 9,National
1.44933,26,,SLV,El Salvador,2023,Decile 1,Rural
29.05977,26,,SLV,El Salvador,2023,Decile 10,Rural
3.45117,26,,SLV,El Salvador,2023,Decile 2,Rural
4.87894,26,,SLV,El Salvador,2023,Decile 3,Rural
6.11445,26,,SLV,El Salvador,2023,Decile 4,Rural
7.33488,26,,SLV,El Salvador,2023,Decile 5,Rural
8.71683,26,,SLV,El Salvador,2023,Decile 6,Rural
10.29382,26,,SLV,El Salvador,2023,Decile 7,Rural
12.54048,26,,SLV,El Salvador,2023,Decile 8,Rural
16.16033,26,,SLV,El Salvador,2023,Decile 9,Rural
2.05633,26,,SLV,El Salvador,2023,Decile 1,Urban
29.45622,26,,SLV,El Salvador,2023,Decile 10,Urban
3.82059,26,,SLV,El Salvador,2023,Decile 2,Urban
4.72336,26,,SLV,El Salvador,2023,Decile 3,Urban
5.88866,26,,SLV,El Salvador,2023,Decile 4,Urban
7.03539,26,,SLV,El Salvador,2023,Decile 5,Urban
8.38473,26,,SLV,El Salvador,2023,Decile 6,Urban
10.09014,26,,SLV,El Salvador,2023,Decile 7,Urban
12.35819,26,,SLV,El Salvador,2023,Decile 8,Urban
16.18639,26,,SLV,El Salvador,2023,Decile 9,Urban
0.39468,26,,GTM,Guatemala,2000,Decile 1,National
51.66716,26,,GTM,Guatemala,2000,Decile 10,National
1.2065,26,,GTM,Guatemala,2000,Decile 2,National
2.13215,26,,GTM,Guatemala,2000,Decile 3,National
3.05221,26,,GTM,Guatemala,2000,Decile 4,National
4.08821,26,,GTM,Guatemala,2000,Decile 5,National
5.43737,26,,GTM,Guatemala,2000,Decile 6,National
7.16478,26,,GTM,Guatemala,2000,Decile 7,National
9.72476,26,,GTM,Guatemala,2000,Decile 8,National
15.13219,26,,GTM,Guatemala,2000,Decile 9,National
0.49699,26,,GTM,Guatemala,2000,Decile 1,Rural
48.22795,26,,GTM,Guatemala,2000,Decile 10,Rural
1.36831,26,,GTM,Guatemala,2000,Decile 2,Rural
2.40779,26,,GTM,Guatemala,2000,Decile 3,Rural
3.5649,26,,GTM,Guatemala,2000,Decile 4,Rural
4.70125,26,,GTM,Guatemala,2000,Decile 5,Rural
6.09283,26,,GTM,Guatemala,2000,Decile 6,Rural
7.92848,26,,GTM,Guatemala,2000,Decile 7,Rural
10.55478,26,,GTM,Guatemala,2000,Decile 8,Rural
14.65673,26,,GTM,Guatemala,2000,Decile 9,Rural
1.01212,26,,GTM,Guatemala,2000,Decile 1,Urban
44.69784,26,,GTM,Guatemala,2000,Decile 10,Urban
2.20833,26,,GTM,Guatemala,2000,Decile 2,Urban
2.84789,26,,GTM,Guatemala,2000,Decile 3,Urban
3.81415,26,,GTM,Guatemala,2000,Decile 4,Urban
4.75414,26,,GTM,Guatemala,2000,Decile 5,Urban
6.03157,26,,GTM,Guatemala,2000,Decile 6,Urban
7.75892,26,,GTM,Guatemala,2000,Decile 7,Urban
10.70194,26,,GTM,Guatemala,2000,Decile 8,Urban
16.1731,26,,GTM,Guatemala,2000,Decile 9,Urban
0.99074,26,,GTM,Guatemala,2006,Decile 1,National
43.64146,26,,GTM,Guatemala,2006,Decile 10,National
1.87882,26,,GTM,Guatemala,2006,Decile 2,National
2.81456,26,,GTM,Guatemala,2006,Decile 3,National
3.82081,26,,GTM,Guatemala,2006,Decile 4,National
5.05515,26,,GTM,Guatemala,2006,Decile 5,National
6.46361,26,,GTM,Guatemala,2006,Decile 6,National
8.32833,26,,GTM,Guatemala,2006,Decile 7,National
10.97137,26,,GTM,Guatemala,2006,Decile 8,National
16.03515,26,,GTM,Guatemala,2006,Decile 9,National
1.44147,26,,GTM,Guatemala,2006,Decile 1,Rural
38.69594,26,,GTM,Guatemala,2006,Decile 10,Rural
2.50351,26,,GTM,Guatemala,2006,Decile 2,Rural
3.39792,26,,GTM,Guatemala,2006,Decile 3,Rural
4.47842,26,,GTM,Guatemala,2006,Decile 4,Rural
5.72605,26,,GTM,Guatemala,2006,Decile 5,Rural
7.11741,26,,GTM,Guatemala,2006,Decile 6,Rural
9.05664,26,,GTM,Guatemala,2006,Decile 7,Rural
11.58946,26,,GTM,Guatemala,2006,Decile 8,Rural
15.99317,26,,GTM,Guatemala,2006,Decile 9,Rural
1.28705,26,,GTM,Guatemala,2006,Decile 1,Urban
39.95248,26,,GTM,Guatemala,2006,Decile 10,Urban
2.57407,26,,GTM,Guatemala,2006,Decile 2,Urban
3.57515,26,,GTM,Guatemala,2006,Decile 3,Urban
4.55183,26,,GTM,Guatemala,2006,Decile 4,Urban
5.59574,26,,GTM,Guatemala,2006,Decile 5,Urban
6.84873,26,,GTM,Guatemala,2006,Decile 6,Urban
8.43961,26,,GTM,Guatemala,2006,Decile 7,Urban
11.12828,26,,GTM,Guatemala,2006,Decile 8,Urban
16.04707,26,,GTM,Guatemala,2006,Decile 9,Urban
1.22937,26,,GTM,Guatemala,2014,Decile 1,National
42.56419,26,,GTM,Guatemala,2014,Decile 10,National
2.30499,26,,GTM,Guatemala,2014,Decile 2,National
3.2239,26,,GTM,Guatemala,2014,Decile 3,National
4.18736,26,,GTM,Guatemala,2014,Decile 4,National
5.34717,26,,GTM,Guatemala,2014,Decile 5,National
6.5537,26,,GTM,Guatemala,2014,Decile 6,National
8.36648,26,,GTM,Guatemala,2014,Decile 7,National
10.8507,26,,GTM,Guatemala,2014,Decile 8,National
15.37213,26,,GTM,Guatemala,2014,Decile 9,National
1.57386,26,,GTM,Guatemala,2014,Decile 1,Rural
36.04315,26,,GTM,Guatemala,2014,Decile 10,Rural
3.01496,26,,GTM,Guatemala,2014,Decile 2,Rural
3.99047,26,,GTM,Guatemala,2014,Decile 3,Rural
5.02198,26,,GTM,Guatemala,2014,Decile 4,Rural
6.18213,26,,GTM,Guatemala,2014,Decile 5,Rural
7.56644,26,,GTM,Guatemala,2014,Decile 6,Rural
9.36277,26,,GTM,Guatemala,2014,Decile 7,Rural
11.63741,26,,GTM,Guatemala,2014,Decile 8,Rural
15.60684,26,,GTM,Guatemala,2014,Decile 9,Rural
1.46857,26,,GTM,Guatemala,2014,Decile 1,Urban
40.87872,26,,GTM,Guatemala,2014,Decile 10,Urban
2.7105,26,,GTM,Guatemala,2014,Decile 2,Urban
3.61557,26,,GTM,Guatemala,2014,Decile 3,Urban
4.55897,26,,GTM,Guatemala,2014,Decile 4,Urban
5.59166,26,,GTM,Guatemala,2014,Decile 5,Urban
6.88343,26,,GTM,Guatemala,2014,Decile 6,Urban
8.47376,26,,GTM,Guatemala,2014,Decile 7,Urban
10.6912,26,,GTM,Guatemala,2014,Decile 8,Urban
15.12761,26,,GTM,Guatemala,2014,Decile 9,Urban
0.23052,26,,GTM,Guatemala,2023,Decile 1,National
30.64757,26,,GTM,Guatemala,2023,Decile 10,National
0.79054,26,,GTM,Guatemala,2023,Decile 2,National
1.29601,26,,GTM,Guatemala,2023,Decile 3,National
2.25209,26,,GTM,Guatemala,2023,Decile 4,National
2.80023,26,,GTM,Guatemala,2023,Decile 5,National
3.95379,26,,GTM,Guatemala,2023,Decile 6,National
5.6516,26,,GTM,Guatemala,2023,Decile 7,National
8.09334,26,,GTM,Guatemala,2023,Decile 8,National
12.5306,26,,GTM,Guatemala,2023,Decile 9,National
1.12506,26,,GTM,Guatemala,2023,Decile 1,Rural
33.8943,26,,GTM,Guatemala,2023,Decile 10,Rural
2.84158,26,,GTM,Guatemala,2023,Decile 2,Rural
4.03141,26,,GTM,Guatemala,2023,Decile 3,Rural
5.14023,26,,GTM,Guatemala,2023,Decile 4,Rural
6.36664,26,,GTM,Guatemala,2023,Decile 5,Rural
7.77018,26,,GTM,Guatemala,2023,Decile 6,Rural
9.68215,26,,GTM,Guatemala,2023,Decile 7,Rural
12.3738,26,,GTM,Guatemala,2023,Decile 8,Rural
16.77465,26,,GTM,Guatemala,2023,Decile 9,Rural
1.76706,26,,GTM,Guatemala,2023,Decile 1,Urban
34.24943,26,,GTM,Guatemala,2023,Decile 10,Urban
3.10465,26,,GTM,Guatemala,2023,Decile 2,Urban
4.1443,26,,GTM,Guatemala,2023,Decile 3,Urban
5.33581,26,,GTM,Guatemala,2023,Decile 4,Urban
6.29689,26,,GTM,Guatemala,2023,Decile 5,Urban
7.79284,26,,GTM,Guatemala,2023,Decile 6,Urban
9.51312,26,,GTM,Guatemala,2023,Decile 7,Urban
12.17267,26,,GTM,Guatemala,2023,Decile 8,Urban
15.62323,26,,GTM,Guatemala,2023,Decile 9,Urban
1.23872,26,355,HND,Honduras,2001,Decile 1,National
41.09828,26,355,HND,Honduras,2001,Decile 10,National
2.2744,26,355,HND,Honduras,2001,Decile 2,National
3.04826,26,355,HND,Honduras,2001,Decile 3,National
4.0322,26,355,HND,Honduras,2001,Decile 4,National
5.04898,26,355,HND,Honduras,2001,Decile 5,National
6.6371,26,355,HND,Honduras,2001,Decile 6,National
8.5563,26,355,HND,Honduras,2001,Decile 7,National
11.68954,26,355,HND,Honduras,2001,Decile 8,National
16.37623,26,355,HND,Honduras,2001,Decile 9,National
1.65825,26,355,HND,Honduras,2001,Decile 1,Rural
40.68773,26,355,HND,Honduras,2001,Decile 10,Rural
2.86736,26,355,HND,Honduras,2001,Decile 2,Rural
3.67692,26,355,HND,Honduras,2001,Decile 3,Rural
4.45051,26,355,HND,Honduras,2001,Decile 4,Rural
5.34822,26,355,HND,Honduras,2001,Decile 5,Rural
6.63205,26,355,HND,Honduras,2001,Decile 6,Rural
8.23082,26,355,HND,Honduras,2001,Decile 7,Rural
10.70528,26,355,HND,Honduras,2001,Decile 8,Rural
15.74286,26,355,HND,Honduras,2001,Decile 9,Rural
1.65795,26,355,HND,Honduras,2001,Decile 1,Urban
36.88334,26,355,HND,Honduras,2001,Decile 10,Urban
2.94997,26,355,HND,Honduras,2001,Decile 2,Urban
3.94,26,355,HND,Honduras,2001,Decile 3,Urban
4.8472,26,355,HND,Honduras,2001,Decile 4,Urban
5.80646,26,355,HND,Honduras,2001,Decile 5,Urban
7.22251,26,355,HND,Honduras,2001,Decile 6,Urban
8.93437,26,355,HND,Honduras,2001,Decile 7,Urban
11.48217,26,355,HND,Honduras,2001,Decile 8,Urban
16.27602,26,355,HND,Honduras,2001,Decile 9,Urban
1.03341,26,355,HND,Honduras,2004,Decile 1,National
44.51046,26,355,HND,Honduras,2004,Decile 10,National
2.15896,26,355,HND,Honduras,2004,Decile 2,National
2.89775,26,355,HND,Honduras,2004,Decile 3,National
3.71922,26,355,HND,Honduras,2004,Decile 4,National
4.69447,26,355,HND,Honduras,2004,Decile 5,National
6.02854,26,355,HND,Honduras,2004,Decile 6,National
7.87772,26,355,HND,Honduras,2004,Decile 7,National
10.67648,26,355,HND,Honduras,2004,Decile 8,National
16.403,26,355,HND,Honduras,2004,Decile 9,National
1.25381,26,355,HND,Honduras,2004,Decile 1,Rural
46.54181,26,355,HND,Honduras,2004,Decile 10,Rural
2.70101,26,355,HND,Honduras,2004,Decile 2,Rural
3.45994,26,355,HND,Honduras,2004,Decile 3,Rural
4.2031,26,355,HND,Honduras,2004,Decile 4,Rural
5.05143,26,355,HND,Honduras,2004,Decile 5,Rural
6.11479,26,355,HND,Honduras,2004,Decile 6,Rural
7.51604,26,355,HND,Honduras,2004,Decile 7,Rural
9.57996,26,355,HND,Honduras,2004,Decile 8,Rural
13.57811,26,355,HND,Honduras,2004,Decile 9,Rural
1.35146,26,355,HND,Honduras,2004,Decile 1,Urban
37.49494,26,355,HND,Honduras,2004,Decile 10,Urban
2.63617,26,355,HND,Honduras,2004,Decile 2,Urban
3.51957,26,355,HND,Honduras,2004,Decile 3,Urban
4.53886,26,355,HND,Honduras,2004,Decile 4,Urban
5.67437,26,355,HND,Honduras,2004,Decile 5,Urban
6.96305,26,355,HND,Honduras,2004,Decile 6,Urban
8.90213,26,355,HND,Honduras,2004,Decile 7,Urban
11.89122,26,355,HND,Honduras,2004,Decile 8,Urban
17.02823,26,355,HND,Honduras,2004,Decile 9,Urban
0.829,26,355,HND,Honduras,2005,Decile 1,National
44.87966,26,355,HND,Honduras,2005,Decile 10,National
2.04495,26,355,HND,Honduras,2005,Decile 2,National
2.84676,26,355,HND,Honduras,2005,Decile 3,National
3.81929,26,355,HND,Honduras,2005,Decile 4,National
4.85594,26,355,HND,Honduras,2005,Decile 5,National
6.1551,26,355,HND,Honduras,2005,Decile 6,National
7.83212,26,355,HND,Honduras,2005,Decile 7,National
10.61042,26,355,HND,Honduras,2005,Decile 8,National
16.12675,26,355,HND,Honduras,2005,Decile 9,National
0.91816,26,355,HND,Honduras,2005,Decile 1,Rural
45.33622,26,355,HND,Honduras,2005,Decile 10,Rural
2.31612,26,355,HND,Honduras,2005,Decile 2,Rural
3.3986,26,355,HND,Honduras,2005,Decile 3,Rural
4.17848,26,355,HND,Honduras,2005,Decile 4,Rural
5.07998,26,355,HND,Honduras,2005,Decile 5,Rural
6.32708,26,355,HND,Honduras,2005,Decile 6,Rural
7.83318,26,355,HND,Honduras,2005,Decile 7,Rural
10.065,26,355,HND,Honduras,2005,Decile 8,Rural
14.54719,26,355,HND,Honduras,2005,Decile 9,Rural
1.5548,26,355,HND,Honduras,2005,Decile 1,Urban
39.34399,26,355,HND,Honduras,2005,Decile 10,Urban
2.87901,26,355,HND,Honduras,2005,Decile 2,Urban
3.69255,26,355,HND,Honduras,2005,Decile 3,Urban
4.4792,26,355,HND,Honduras,2005,Decile 4,Urban
5.45891,26,355,HND,Honduras,2005,Decile 5,Urban
6.56348,26,355,HND,Honduras,2005,Decile 6,Urban
8.46037,26,355,HND,Honduras,2005,Decile 7,Urban
11.19707,26,355,HND,Honduras,2005,Decile 8,Urban
16.37062,26,355,HND,Honduras,2005,Decile 9,Urban
1.60347,26,355,HND,Honduras,2009,Decile 1,National
38.48412,26,355,HND,Honduras,2009,Decile 10,National
2.57175,26,355,HND,Honduras,2009,Decile 2,National
3.43127,26,355,HND,Honduras,2009,Decile 3,National
4.41981,26,355,HND,Honduras,2009,Decile 4,National
5.56247,26,355,HND,Honduras,2009,Decile 5,National
6.96803,26,355,HND,Honduras,2009,Decile 6,National
8.75121,26,355,HND,Honduras,2009,Decile 7,National
11.57715,26,355,HND,Honduras,2009,Decile 8,National
16.63072,26,355,HND,Honduras,2009,Decile 9,National
2.12111,26,355,HND,Honduras,2009,Decile 1,Rural
37.46215,26,355,HND,Honduras,2009,Decile 10,Rural
3.26451,26,355,HND,Honduras,2009,Decile 2,Rural
4.02558,26,355,HND,Honduras,2009,Decile 3,Rural
4.88535,26,355,HND,Honduras,2009,Decile 4,Rural
5.86649,26,355,HND,Honduras,2009,Decile 5,Rural
7.14144,26,355,HND,Honduras,2009,Decile 6,Rural
8.71873,26,355,HND,Honduras,2009,Decile 7,Rural
11.09793,26,355,HND,Honduras,2009,Decile 8,Rural
15.41671,26,355,HND,Honduras,2009,Decile 9,Rural
2.01763,26,355,HND,Honduras,2009,Decile 1,Urban
34.5622,26,355,HND,Honduras,2009,Decile 10,Urban
3.31117,26,355,HND,Honduras,2009,Decile 2,Urban
4.30007,26,355,HND,Honduras,2009,Decile 3,Urban
5.17532,26,355,HND,Honduras,2009,Decile 4,Urban
6.07723,26,355,HND,Honduras,2009,Decile 5,Urban
7.49437,26,355,HND,Honduras,2009,Decile 6,Urban
9.27086,26,355,HND,Honduras,2009,Decile 7,Urban
11.76216,26,355,HND,Honduras,2009,Decile 8,Urban
16.029,26,355,HND,Honduras,2009,Decile 9,Urban
1.55772,26,355,HND,Honduras,2010,Decile 1,National
40.38701,26,355,HND,Honduras,2010,Decile 10,National
2.50785,26,355,HND,Honduras,2010,Decile 2,National
3.29773,26,355,HND,Honduras,2010,Decile 3,National
4.20963,26,355,HND,Honduras,2010,Decile 4,National
5.25759,26,355,HND,Honduras,2010,Decile 5,National
6.55127,26,355,HND,Honduras,2010,Decile 6,National
8.53062,26,355,HND,Honduras,2010,Decile 7,National
11.2981,26,355,HND,Honduras,2010,Decile 8,National
16.4025,26,355,HND,Honduras,2010,Decile 9,National
2.08578,26,355,HND,Honduras,2010,Decile 1,Rural
39.41937,26,355,HND,Honduras,2010,Decile 10,Rural
3.21084,26,355,HND,Honduras,2010,Decile 2,Rural
3.92661,26,355,HND,Honduras,2010,Decile 3,Rural
4.73887,26,355,HND,Honduras,2010,Decile 4,Rural
5.6564,26,355,HND,Honduras,2010,Decile 5,Rural
6.82464,26,355,HND,Honduras,2010,Decile 6,Rural
8.31439,26,355,HND,Honduras,2010,Decile 7,Rural
10.6194,26,355,HND,Honduras,2010,Decile 8,Rural
15.20369,26,355,HND,Honduras,2010,Decile 9,Rural
1.83116,26,355,HND,Honduras,2010,Decile 1,Urban
36.29709,26,355,HND,Honduras,2010,Decile 10,Urban
3.10247,26,355,HND,Honduras,2010,Decile 2,Urban
3.92318,26,355,HND,Honduras,2010,Decile 3,Urban
4.82666,26,355,HND,Honduras,2010,Decile 4,Urban
5.92943,26,355,HND,Honduras,2010,Decile 5,Urban
7.27351,26,355,HND,Honduras,2010,Decile 6,Urban
9.03592,26,355,HND,Honduras,2010,Decile 7,Urban
11.57116,26,355,HND,Honduras,2010,Decile 8,Urban
16.20942,26,355,HND,Honduras,2010,Decile 9,Urban
1.22282,26,355,HND,Honduras,2011,Decile 1,National
44.39893,26,355,HND,Honduras,2011,Decile 10,National
2.33997,26,355,HND,Honduras,2011,Decile 2,National
3.13181,26,355,HND,Honduras,2011,Decile 3,National
4.02133,26,355,HND,Honduras,2011,Decile 4,National
4.98689,26,355,HND,Honduras,2011,Decile 5,National
6.24829,26,355,HND,Honduras,2011,Decile 6,National
7.84564,26,355,HND,Honduras,2011,Decile 7,National
10.28635,26,355,HND,Honduras,2011,Decile 8,National
15.51795,26,355,HND,Honduras,2011,Decile 9,National
1.33225,26,355,HND,Honduras,2011,Decile 1,Rural
47.91809,26,355,HND,Honduras,2011,Decile 10,Rural
2.56787,26,355,HND,Honduras,2011,Decile 2,Rural
3.27756,26,355,HND,Honduras,2011,Decile 3,Rural
4.03065,26,355,HND,Honduras,2011,Decile 4,Rural
4.88641,26,355,HND,Honduras,2011,Decile 5,Rural
5.91032,26,355,HND,Honduras,2011,Decile 6,Rural
7.28292,26,355,HND,Honduras,2011,Decile 7,Rural
9.3714,26,355,HND,Honduras,2011,Decile 8,Rural
13.42252,26,355,HND,Honduras,2011,Decile 9,Rural
1.51141,26,355,HND,Honduras,2011,Decile 1,Urban
38.72299,26,355,HND,Honduras,2011,Decile 10,Urban
2.86593,26,355,HND,Honduras,2011,Decile 2,Urban
3.76371,26,355,HND,Honduras,2011,Decile 3,Urban
4.72261,26,355,HND,Honduras,2011,Decile 4,Urban
5.61819,26,355,HND,Honduras,2011,Decile 5,Urban
6.8434,26,355,HND,Honduras,2011,Decile 6,Urban
8.60855,26,355,HND,Honduras,2011,Decile 7,Urban
11.18695,26,355,HND,Honduras,2011,Decile 8,Urban
16.15625,26,355,HND,Honduras,2011,Decile 9,Urban
1.23566,26,355,HND,Honduras,2012,Decile 1,National
44.73759,26,355,HND,Honduras,2012,Decile 10,National
2.36556,26,355,HND,Honduras,2012,Decile 2,National
3.18811,26,355,HND,Honduras,2012,Decile 3,National
3.99987,26,355,HND,Honduras,2012,Decile 4,National
5.02296,26,355,HND,Honduras,2012,Decile 5,National
6.21164,26,355,HND,Honduras,2012,Decile 6,National
7.7851,26,355,HND,Honduras,2012,Decile 7,National
10.2601,26,355,HND,Honduras,2012,Decile 8,National
15.19341,26,355,HND,Honduras,2012,Decile 9,National
1.44663,26,355,HND,Honduras,2012,Decile 1,Rural
44.36343,26,355,HND,Honduras,2012,Decile 10,Rural
2.88245,26,355,HND,Honduras,2012,Decile 2,Rural
3.64354,26,355,HND,Honduras,2012,Decile 3,Rural
4.46109,26,355,HND,Honduras,2012,Decile 4,Rural
5.35991,26,355,HND,Honduras,2012,Decile 5,Rural
6.46612,26,355,HND,Honduras,2012,Decile 6,Rural
7.91673,26,355,HND,Honduras,2012,Decile 7,Rural
9.8312,26,355,HND,Honduras,2012,Decile 8,Rural
13.62891,26,355,HND,Honduras,2012,Decile 9,Rural
1.40116,26,355,HND,Honduras,2012,Decile 1,Urban
41.22645,26,355,HND,Honduras,2012,Decile 10,Urban
2.69593,26,355,HND,Honduras,2012,Decile 2,Urban
3.57622,26,355,HND,Honduras,2012,Decile 3,Urban
4.4869,26,355,HND,Honduras,2012,Decile 4,Urban
5.48681,26,355,HND,Honduras,2012,Decile 5,Urban
6.61397,26,355,HND,Honduras,2012,Decile 6,Urban
8.29504,26,355,HND,Honduras,2012,Decile 7,Urban
10.73965,26,355,HND,Honduras,2012,Decile 8,Urban
15.47786,26,355,HND,Honduras,2012,Decile 9,Urban
1.52593,26,355,HND,Honduras,2013,Decile 1,National
40.89775,26,355,HND,Honduras,2013,Decile 10,National
2.64531,26,355,HND,Honduras,2013,Decile 2,National
3.47512,26,355,HND,Honduras,2013,Decile 3,National
4.39762,26,355,HND,Honduras,2013,Decile 4,National
5.44229,26,355,HND,Honduras,2013,Decile 5,National
6.67335,26,355,HND,Honduras,2013,Decile 6,National
8.40681,26,355,HND,Honduras,2013,Decile 7,National
10.9264,26,355,HND,Honduras,2013,Decile 8,National
15.60942,26,355,HND,Honduras,2013,Decile 9,National
1.85355,26,355,HND,Honduras,2013,Decile 1,Rural
39.20732,26,355,HND,Honduras,2013,Decile 10,Rural
3.24414,26,355,HND,Honduras,2013,Decile 2,Rural
4.0673,26,355,HND,Honduras,2013,Decile 3,Rural
4.94265,26,355,HND,Honduras,2013,Decile 4,Rural
5.84581,26,355,HND,Honduras,2013,Decile 5,Rural
7.00372,26,355,HND,Honduras,2013,Decile 6,Rural
8.51097,26,355,HND,Honduras,2013,Decile 7,Rural
10.51287,26,355,HND,Honduras,2013,Decile 8,Rural
14.81167,26,355,HND,Honduras,2013,Decile 9,Rural
1.83285,26,355,HND,Honduras,2013,Decile 1,Urban
37.89087,26,355,HND,Honduras,2013,Decile 10,Urban
3.08419,26,355,HND,Honduras,2013,Decile 2,Urban
3.97973,26,355,HND,Honduras,2013,Decile 3,Urban
4.89073,26,355,HND,Honduras,2013,Decile 4,Urban
5.87917,26,355,HND,Honduras,2013,Decile 5,Urban
7.20637,26,355,HND,Honduras,2013,Decile 6,Urban
8.57178,26,355,HND,Honduras,2013,Decile 7,Urban
11.11548,26,355,HND,Honduras,2013,Decile 8,Urban
15.54883,26,355,HND,Honduras,2013,Decile 9,Urban
1.74686,26,8615,HND,Honduras,2014,Decile 1,National
37.3372,26,8615,HND,Honduras,2014,Decile 10,National
2.89569,26,8615,HND,Honduras,2014,Decile 2,National
3.74585,26,8615,HND,Honduras,2014,Decile 3,National
4.74539,26,8615,HND,Honduras,2014,Decile 4,National
5.88212,26,8615,HND,Honduras,2014,Decile 5,National
7.17127,26,8615,HND,Honduras,2014,Decile 6,National
8.80576,26,8615,HND,Honduras,2014,Decile 7,National
11.378,26,8615,HND,Honduras,2014,Decile 8,National
16.29187,26,8615,HND,Honduras,2014,Decile 9,National
2.35555,26,8615,HND,Honduras,2014,Decile 1,Rural
31.54927,26,8615,HND,Honduras,2014,Decile 10,Rural
3.76686,26,8615,HND,Honduras,2014,Decile 2,Rural
4.64109,26,8615,HND,Honduras,2014,Decile 3,Rural
5.50343,26,8615,HND,Honduras,2014,Decile 4,Rural
6.61206,26,8615,HND,Honduras,2014,Decile 5,Rural
8.05184,26,8615,HND,Honduras,2014,Decile 6,Rural
9.63617,26,8615,HND,Honduras,2014,Decile 7,Rural
12.00376,26,8615,HND,Honduras,2014,Decile 8,Rural
15.87997,26,8615,HND,Honduras,2014,Decile 9,Rural
1.83576,26,8615,HND,Honduras,2014,Decile 1,Urban
35.6999,26,8615,HND,Honduras,2014,Decile 10,Urban
3.11105,26,8615,HND,Honduras,2014,Decile 2,Urban
4.04785,26,8615,HND,Honduras,2014,Decile 3,Urban
4.98148,26,8615,HND,Honduras,2014,Decile 4,Urban
6.02105,26,8615,HND,Honduras,2014,Decile 5,Urban
7.24064,26,8615,HND,Honduras,2014,Decile 6,Urban
8.89473,26,8615,HND,Honduras,2014,Decile 7,Urban
11.52508,26,8615,HND,Honduras,2014,Decile 8,Urban
16.64245,26,8615,HND,Honduras,2014,Decile 9,Urban
1.79926,26,8615,HND,Honduras,2015,Decile 1,National
35.99341,26,8615,HND,Honduras,2015,Decile 10,National
2.9415,26,8615,HND,Honduras,2015,Decile 2,National
3.83271,26,8615,HND,Honduras,2015,Decile 3,National
4.83899,26,8615,HND,Honduras,2015,Decile 4,National
