value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Five-year age groups,Years__ESTANDAR
955.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,1985
1042.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,1990
1162.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,1995
1258.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2000
1363.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2005
1404.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2010
1423.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2015
1331.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2020
1471.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2025
1436.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2030
1285.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2035
1175.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2040
1300.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2045
1330.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2050
1282.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2055
1206.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2060
1160.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2065
1125.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2070
1106.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2075
1083.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2080
1049.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2085
1005.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2090
962.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2095
928.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,15-19,2100
241.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1950
290.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1955
334.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1960
396.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1965
486.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1970
617.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1975
757.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1980
855.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1985
942.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1990
1027.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,1995
1145.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2000
1235.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2005
1325.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2010
1359.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2015
1092.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2020
1345.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2025
1507.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2030
1419.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2035
1264.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2040
1157.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2045
1283.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2050
1313.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2055
1267.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2060
1193.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2065
1147.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2070
1113.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2075
1095.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2080
1073.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2085
1039.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2090
995.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2095
953.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,20-24,2100
207.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1950
252.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1955
289.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1960
328.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1965
388.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1970
477.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1975
605.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1980
744.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1985
842.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1990
927.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,1995
1010.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2000
1121.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2005
1193.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2010
1274.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2015
984.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2020
1089.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2025
1389.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2030
1484.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2035
1390.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2040
1239.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2045
1136.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2050
1262.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2055
1293.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2060
1249.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2065
1177.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2070
1132.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2075
1099.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2080
1081.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2085
1060.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2090
1027.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2095
983.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,25-29,2100
177.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1950
216.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1955
251.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1960
283.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1965
322.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1970
382.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1975
469.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1980
596.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1985
733.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1990
829.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,1995
913.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2000
990.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2005
1086.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2010
1149.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2015
968.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2020
974.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2025
1126.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2030
1368.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2035
1455.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2040
1365.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2045
1218.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2050
1117.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2055
1243.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2060
1276.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2065
1233.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2070
1162.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2075
1119.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2080
1087.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2085
1070.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2090
1049.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2095
1016.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,30-34,2100
151.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1950
182.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1955
213.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1960
245.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1965
278.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1970
317.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1975
377.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1980
463.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1985
587.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1990
722.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,1995
816.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2000
896.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2005
963.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2010
1050.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2015
928.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2020
954.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2025
997.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2030
1109.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2035
1342.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2040
1430.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2045
1343.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2050
1199.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2055
1101.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2060
1227.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2065
1261.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2070
1220.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2075
1150.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2080
1108.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2085
1077.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2090
1060.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2095
1040.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,35-39,2100
128.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1950
152.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1955
178.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1960
208.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1965
239.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1970
272.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1975
311.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1980
371.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1985
456.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1990
577.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,1995
709.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2000
799.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2005
871.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2010
933.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2015
894.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2020
911.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2025
962.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2030
979.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2035
1086.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2040
1318.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2045
1407.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2050
1322.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2055
1182.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2060
1087.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2065
1213.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2070
1248.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2075
1208.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2080
1139.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2085
1098.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2090
1068.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2095
1052.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,40-44,2100
104.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1950
125.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1955
146.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1960
171.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1965
201.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1970
232.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1975
266.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1980
305.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1985
364.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1990
446.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,1995
564.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2000
691.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2005
774.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2010
842.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2015
820.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2020
873.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2025
906.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2030
940.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2035
955.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2040
1062.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2045
1292.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2050
1381.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2055
1300.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2060
1164.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2065
1071.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2070
1198.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2075
1233.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2080
1195.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2085
1128.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2090
1088.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2095
1058.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,45-49,2100
80.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1950
99.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1955
118.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1960
138.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1965
163.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1970
192.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1975
224.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1980
258.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1985
297.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1990
355.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,1995
433.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2000
543.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2005
662.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2010
741.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2015
753.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2020
792.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2025
854.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2030
877.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2035
910.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2040
927.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2045
1033.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2050
1260.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2055
1350.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2060
1273.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2065
1142.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2070
1053.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2075
1179.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2080
1216.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2085
1179.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2090
1115.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2095
1076.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,50-54,2100
58.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1950
73.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1955
90.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1960
108.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1965
127.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1970
153.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1975
182.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1980
213.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1985
247.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1990
285.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,1995
341.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2000
412.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2005
512.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2010
624.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2015
661.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2020
713.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2025
757.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2030
812.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2035
835.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2040
870.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2045
889.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2050
995.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2055
1218.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2060
1308.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2065
1238.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2070
1113.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2075
1029.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2080
1155.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2085
1193.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2090
1159.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2095
1097.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,55-59,2100
41.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1950
51.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1955
63.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1960
79.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1965
95.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1970
114.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1975
140.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1980
168.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1985
199.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1990
231.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,1995
268.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2000
319.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2005
381.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2010
469.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2015
545.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2020
607.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2025
661.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2030
700.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2035
754.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2040
779.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2045
816.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2050
839.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2055
944.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2060
1160.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2065
1252.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2070
1189.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2075
1073.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2080
996.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2085
1121.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2090
1160.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2095
1130.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,60-64,2100
27.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1950
34.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1955
42.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1960
53.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1965
66.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1970
82.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1975
99.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1980
124.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1985
151.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1990
178.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,1995
209.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2000
241.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2005
286.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2010
338.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2015
392.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2020
479.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2025
538.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2030
586.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2035
626.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2040
679.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2045
708.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2050
747.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2055
773.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2060
877.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2065
1085.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2070
1177.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2075
1124.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2080
1019.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2085
950.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2090
1073.8,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2095
1115.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,65-69,2100
17.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1950
21.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1955
26.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1960
33.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1965
41.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1970
52.7,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1975
66.6,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1980
82.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1985
104.5,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1990
128.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,1995
151.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2000
176.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2005
204.3,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2010
244.4,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2015
269.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2020
325.9,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2025
405.2,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2030
457.0,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2035
502.1,6547,,VEN,Venezuela (Bolivarian Republic of),Men,70-74,2040
