value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Five-year age groups,Years__ESTANDAR
3.5,6547,,ATG,Antigua and Barbuda,Men,0-4,1950
3.9,6547,,ATG,Antigua and Barbuda,Men,0-4,1955
4.3,6547,,ATG,Antigua and Barbuda,Men,0-4,1960
4.7,6547,,ATG,Antigua and Barbuda,Men,0-4,1965
4.7,6547,,ATG,Antigua and Barbuda,Men,0-4,1970
3.6,6547,,ATG,Antigua and Barbuda,Men,0-4,1975
3.6,6547,,ATG,Antigua and Barbuda,Men,0-4,1980
3.3,6547,,ATG,Antigua and Barbuda,Men,0-4,1985
3.2,6547,,ATG,Antigua and Barbuda,Men,0-4,1990
3.3,6547,,ATG,Antigua and Barbuda,Men,0-4,1995
3.6,6547,,ATG,Antigua and Barbuda,Men,0-4,2000
3.3,6547,,ATG,Antigua and Barbuda,Men,0-4,2005
3.4,6547,,ATG,Antigua and Barbuda,Men,0-4,2010
2.9,6547,,ATG,Antigua and Barbuda,Men,0-4,2015
2.7,6547,,ATG,Antigua and Barbuda,Men,0-4,2020
2.8,6547,,ATG,Antigua and Barbuda,Men,0-4,2025
2.7,6547,,ATG,Antigua and Barbuda,Men,0-4,2030
2.6,6547,,ATG,Antigua and Barbuda,Men,0-4,2035
2.4,6547,,ATG,Antigua and Barbuda,Men,0-4,2040
2.3,6547,,ATG,Antigua and Barbuda,Men,0-4,2045
2.2,6547,,ATG,Antigua and Barbuda,Men,0-4,2050
2.1,6547,,ATG,Antigua and Barbuda,Men,0-4,2055
2.1,6547,,ATG,Antigua and Barbuda,Men,0-4,2060
2.0,6547,,ATG,Antigua and Barbuda,Men,0-4,2065
1.9,6547,,ATG,Antigua and Barbuda,Men,0-4,2070
1.8,6547,,ATG,Antigua and Barbuda,Men,0-4,2075
1.8,6547,,ATG,Antigua and Barbuda,Men,0-4,2080
1.7,6547,,ATG,Antigua and Barbuda,Men,0-4,2085
1.7,6547,,ATG,Antigua and Barbuda,Men,0-4,2090
1.6,6547,,ATG,Antigua and Barbuda,Men,0-4,2095
1.6,6547,,ATG,Antigua and Barbuda,Men,0-4,2100
3.2,6547,,ATG,Antigua and Barbuda,Men,5-9,1950
3.4,6547,,ATG,Antigua and Barbuda,Men,5-9,1955
3.7,6547,,ATG,Antigua and Barbuda,Men,5-9,1960
4.2,6547,,ATG,Antigua and Barbuda,Men,5-9,1965
4.8,6547,,ATG,Antigua and Barbuda,Men,5-9,1970
4.3,6547,,ATG,Antigua and Barbuda,Men,5-9,1975
3.3,6547,,ATG,Antigua and Barbuda,Men,5-9,1980
3.3,6547,,ATG,Antigua and Barbuda,Men,5-9,1985
3.2,6547,,ATG,Antigua and Barbuda,Men,5-9,1990
3.3,6547,,ATG,Antigua and Barbuda,Men,5-9,1995
3.5,6547,,ATG,Antigua and Barbuda,Men,5-9,2000
3.6,6547,,ATG,Antigua and Barbuda,Men,5-9,2005
3.4,6547,,ATG,Antigua and Barbuda,Men,5-9,2010
3.4,6547,,ATG,Antigua and Barbuda,Men,5-9,2015
2.9,6547,,ATG,Antigua and Barbuda,Men,5-9,2020
2.7,6547,,ATG,Antigua and Barbuda,Men,5-9,2025
2.8,6547,,ATG,Antigua and Barbuda,Men,5-9,2030
2.7,6547,,ATG,Antigua and Barbuda,Men,5-9,2035
2.6,6547,,ATG,Antigua and Barbuda,Men,5-9,2040
2.4,6547,,ATG,Antigua and Barbuda,Men,5-9,2045
2.3,6547,,ATG,Antigua and Barbuda,Men,5-9,2050
2.2,6547,,ATG,Antigua and Barbuda,Men,5-9,2055
2.1,6547,,ATG,Antigua and Barbuda,Men,5-9,2060
2.1,6547,,ATG,Antigua and Barbuda,Men,5-9,2065
2.0,6547,,ATG,Antigua and Barbuda,Men,5-9,2070
1.9,6547,,ATG,Antigua and Barbuda,Men,5-9,2075
1.8,6547,,ATG,Antigua and Barbuda,Men,5-9,2080
1.8,6547,,ATG,Antigua and Barbuda,Men,5-9,2085
1.7,6547,,ATG,Antigua and Barbuda,Men,5-9,2090
1.7,6547,,ATG,Antigua and Barbuda,Men,5-9,2095
1.6,6547,,ATG,Antigua and Barbuda,Men,5-9,2100
2.8,6547,,ATG,Antigua and Barbuda,Men,10-14,1950
3.2,6547,,ATG,Antigua and Barbuda,Men,10-14,1955
3.3,6547,,ATG,Antigua and Barbuda,Men,10-14,1960
3.6,6547,,ATG,Antigua and Barbuda,Men,10-14,1965
4.7,6547,,ATG,Antigua and Barbuda,Men,10-14,1970
4.6,6547,,ATG,Antigua and Barbuda,Men,10-14,1975
4.2,6547,,ATG,Antigua and Barbuda,Men,10-14,1980
3.2,6547,,ATG,Antigua and Barbuda,Men,10-14,1985
3.0,6547,,ATG,Antigua and Barbuda,Men,10-14,1990
3.1,6547,,ATG,Antigua and Barbuda,Men,10-14,1995
3.3,6547,,ATG,Antigua and Barbuda,Men,10-14,2000
3.5,6547,,ATG,Antigua and Barbuda,Men,10-14,2005
3.6,6547,,ATG,Antigua and Barbuda,Men,10-14,2010
3.4,6547,,ATG,Antigua and Barbuda,Men,10-14,2015
3.4,6547,,ATG,Antigua and Barbuda,Men,10-14,2020
2.9,6547,,ATG,Antigua and Barbuda,Men,10-14,2025
2.7,6547,,ATG,Antigua and Barbuda,Men,10-14,2030
2.8,6547,,ATG,Antigua and Barbuda,Men,10-14,2035
2.7,6547,,ATG,Antigua and Barbuda,Men,10-14,2040
2.6,6547,,ATG,Antigua and Barbuda,Men,10-14,2045
2.4,6547,,ATG,Antigua and Barbuda,Men,10-14,2050
2.3,6547,,ATG,Antigua and Barbuda,Men,10-14,2055
2.2,6547,,ATG,Antigua and Barbuda,Men,10-14,2060
2.1,6547,,ATG,Antigua and Barbuda,Men,10-14,2065
2.1,6547,,ATG,Antigua and Barbuda,Men,10-14,2070
2.0,6547,,ATG,Antigua and Barbuda,Men,10-14,2075
1.9,6547,,ATG,Antigua and Barbuda,Men,10-14,2080
1.8,6547,,ATG,Antigua and Barbuda,Men,10-14,2085
1.8,6547,,ATG,Antigua and Barbuda,Men,10-14,2090
1.7,6547,,ATG,Antigua and Barbuda,Men,10-14,2095
1.7,6547,,ATG,Antigua and Barbuda,Men,10-14,2100
2.0,6547,,ATG,Antigua and Barbuda,Men,15-19,1950
2.7,6547,,ATG,Antigua and Barbuda,Men,15-19,1955
3.0,6547,,ATG,Antigua and Barbuda,Men,15-19,1960
3.0,6547,,ATG,Antigua and Barbuda,Men,15-19,1965
3.5,6547,,ATG,Antigua and Barbuda,Men,15-19,1970
4.1,6547,,ATG,Antigua and Barbuda,Men,15-19,1975
4.2,6547,,ATG,Antigua and Barbuda,Men,15-19,1980
3.8,6547,,ATG,Antigua and Barbuda,Men,15-19,1985
2.9,6547,,ATG,Antigua and Barbuda,Men,15-19,1990
3.0,6547,,ATG,Antigua and Barbuda,Men,15-19,1995
3.1,6547,,ATG,Antigua and Barbuda,Men,15-19,2000
3.3,6547,,ATG,Antigua and Barbuda,Men,15-19,2005
3.5,6547,,ATG,Antigua and Barbuda,Men,15-19,2010
3.6,6547,,ATG,Antigua and Barbuda,Men,15-19,2015
3.3,6547,,ATG,Antigua and Barbuda,Men,15-19,2020
3.4,6547,,ATG,Antigua and Barbuda,Men,15-19,2025
2.9,6547,,ATG,Antigua and Barbuda,Men,15-19,2030
2.7,6547,,ATG,Antigua and Barbuda,Men,15-19,2035
2.8,6547,,ATG,Antigua and Barbuda,Men,15-19,2040
2.7,6547,,ATG,Antigua and Barbuda,Men,15-19,2045
2.6,6547,,ATG,Antigua and Barbuda,Men,15-19,2050
2.4,6547,,ATG,Antigua and Barbuda,Men,15-19,2055
2.3,6547,,ATG,Antigua and Barbuda,Men,15-19,2060
2.2,6547,,ATG,Antigua and Barbuda,Men,15-19,2065
2.1,6547,,ATG,Antigua and Barbuda,Men,15-19,2070
2.1,6547,,ATG,Antigua and Barbuda,Men,15-19,2075
2.0,6547,,ATG,Antigua and Barbuda,Men,15-19,2080
1.9,6547,,ATG,Antigua and Barbuda,Men,15-19,2085
1.8,6547,,ATG,Antigua and Barbuda,Men,15-19,2090
1.8,6547,,ATG,Antigua and Barbuda,Men,15-19,2095
1.7,6547,,ATG,Antigua and Barbuda,Men,15-19,2100
1.5,6547,,ATG,Antigua and Barbuda,Men,20-24,1950
1.9,6547,,ATG,Antigua and Barbuda,Men,20-24,1955
2.5,6547,,ATG,Antigua and Barbuda,Men,20-24,1960
2.4,6547,,ATG,Antigua and Barbuda,Men,20-24,1965
2.5,6547,,ATG,Antigua and Barbuda,Men,20-24,1970
2.7,6547,,ATG,Antigua and Barbuda,Men,20-24,1975
3.5,6547,,ATG,Antigua and Barbuda,Men,20-24,1980
3.7,6547,,ATG,Antigua and Barbuda,Men,20-24,1985
3.1,6547,,ATG,Antigua and Barbuda,Men,20-24,1990
3.0,6547,,ATG,Antigua and Barbuda,Men,20-24,1995
2.9,6547,,ATG,Antigua and Barbuda,Men,20-24,2000
3.1,6547,,ATG,Antigua and Barbuda,Men,20-24,2005
3.4,6547,,ATG,Antigua and Barbuda,Men,20-24,2010
3.6,6547,,ATG,Antigua and Barbuda,Men,20-24,2015
3.6,6547,,ATG,Antigua and Barbuda,Men,20-24,2020
3.3,6547,,ATG,Antigua and Barbuda,Men,20-24,2025
3.3,6547,,ATG,Antigua and Barbuda,Men,20-24,2030
2.9,6547,,ATG,Antigua and Barbuda,Men,20-24,2035
2.7,6547,,ATG,Antigua and Barbuda,Men,20-24,2040
2.8,6547,,ATG,Antigua and Barbuda,Men,20-24,2045
2.7,6547,,ATG,Antigua and Barbuda,Men,20-24,2050
2.6,6547,,ATG,Antigua and Barbuda,Men,20-24,2055
2.4,6547,,ATG,Antigua and Barbuda,Men,20-24,2060
2.3,6547,,ATG,Antigua and Barbuda,Men,20-24,2065
2.2,6547,,ATG,Antigua and Barbuda,Men,20-24,2070
2.1,6547,,ATG,Antigua and Barbuda,Men,20-24,2075
2.1,6547,,ATG,Antigua and Barbuda,Men,20-24,2080
2.0,6547,,ATG,Antigua and Barbuda,Men,20-24,2085
1.9,6547,,ATG,Antigua and Barbuda,Men,20-24,2090
1.8,6547,,ATG,Antigua and Barbuda,Men,20-24,2095
1.8,6547,,ATG,Antigua and Barbuda,Men,20-24,2100
1.3,6547,,ATG,Antigua and Barbuda,Men,25-29,1950
1.4,6547,,ATG,Antigua and Barbuda,Men,25-29,1955
1.6,6547,,ATG,Antigua and Barbuda,Men,25-29,1960
1.9,6547,,ATG,Antigua and Barbuda,Men,25-29,1965
1.5,6547,,ATG,Antigua and Barbuda,Men,25-29,1970
1.6,6547,,ATG,Antigua and Barbuda,Men,25-29,1975
2.0,6547,,ATG,Antigua and Barbuda,Men,25-29,1980
3.0,6547,,ATG,Antigua and Barbuda,Men,25-29,1985
2.9,6547,,ATG,Antigua and Barbuda,Men,25-29,1990
3.1,6547,,ATG,Antigua and Barbuda,Men,25-29,1995
3.0,6547,,ATG,Antigua and Barbuda,Men,25-29,2000
2.9,6547,,ATG,Antigua and Barbuda,Men,25-29,2005
3.2,6547,,ATG,Antigua and Barbuda,Men,25-29,2010
3.5,6547,,ATG,Antigua and Barbuda,Men,25-29,2015
3.6,6547,,ATG,Antigua and Barbuda,Men,25-29,2020
3.6,6547,,ATG,Antigua and Barbuda,Men,25-29,2025
3.3,6547,,ATG,Antigua and Barbuda,Men,25-29,2030
3.3,6547,,ATG,Antigua and Barbuda,Men,25-29,2035
2.9,6547,,ATG,Antigua and Barbuda,Men,25-29,2040
2.7,6547,,ATG,Antigua and Barbuda,Men,25-29,2045
2.8,6547,,ATG,Antigua and Barbuda,Men,25-29,2050
2.7,6547,,ATG,Antigua and Barbuda,Men,25-29,2055
2.6,6547,,ATG,Antigua and Barbuda,Men,25-29,2060
2.4,6547,,ATG,Antigua and Barbuda,Men,25-29,2065
2.3,6547,,ATG,Antigua and Barbuda,Men,25-29,2070
2.2,6547,,ATG,Antigua and Barbuda,Men,25-29,2075
2.1,6547,,ATG,Antigua and Barbuda,Men,25-29,2080
2.1,6547,,ATG,Antigua and Barbuda,Men,25-29,2085
2.0,6547,,ATG,Antigua and Barbuda,Men,25-29,2090
1.9,6547,,ATG,Antigua and Barbuda,Men,25-29,2095
1.8,6547,,ATG,Antigua and Barbuda,Men,25-29,2100
1.5,6547,,ATG,Antigua and Barbuda,Men,30-34,1950
1.2,6547,,ATG,Antigua and Barbuda,Men,30-34,1955
1.2,6547,,ATG,Antigua and Barbuda,Men,30-34,1960
1.3,6547,,ATG,Antigua and Barbuda,Men,30-34,1965
1.0,6547,,ATG,Antigua and Barbuda,Men,30-34,1970
1.0,6547,,ATG,Antigua and Barbuda,Men,30-34,1975
1.2,6547,,ATG,Antigua and Barbuda,Men,30-34,1980
1.8,6547,,ATG,Antigua and Barbuda,Men,30-34,1985
2.5,6547,,ATG,Antigua and Barbuda,Men,30-34,1990
2.9,6547,,ATG,Antigua and Barbuda,Men,30-34,1995
3.1,6547,,ATG,Antigua and Barbuda,Men,30-34,2000
3.0,6547,,ATG,Antigua and Barbuda,Men,30-34,2005
3.1,6547,,ATG,Antigua and Barbuda,Men,30-34,2010
3.3,6547,,ATG,Antigua and Barbuda,Men,30-34,2015
3.5,6547,,ATG,Antigua and Barbuda,Men,30-34,2020
3.6,6547,,ATG,Antigua and Barbuda,Men,30-34,2025
3.6,6547,,ATG,Antigua and Barbuda,Men,30-34,2030
3.3,6547,,ATG,Antigua and Barbuda,Men,30-34,2035
3.3,6547,,ATG,Antigua and Barbuda,Men,30-34,2040
2.9,6547,,ATG,Antigua and Barbuda,Men,30-34,2045
2.7,6547,,ATG,Antigua and Barbuda,Men,30-34,2050
2.8,6547,,ATG,Antigua and Barbuda,Men,30-34,2055
2.7,6547,,ATG,Antigua and Barbuda,Men,30-34,2060
2.6,6547,,ATG,Antigua and Barbuda,Men,30-34,2065
2.4,6547,,ATG,Antigua and Barbuda,Men,30-34,2070
2.3,6547,,ATG,Antigua and Barbuda,Men,30-34,2075
2.2,6547,,ATG,Antigua and Barbuda,Men,30-34,2080
2.1,6547,,ATG,Antigua and Barbuda,Men,30-34,2085
2.1,6547,,ATG,Antigua and Barbuda,Men,30-34,2090
2.0,6547,,ATG,Antigua and Barbuda,Men,30-34,2095
1.9,6547,,ATG,Antigua and Barbuda,Men,30-34,2100
1.1,6547,,ATG,Antigua and Barbuda,Men,35-39,1950
1.4,6547,,ATG,Antigua and Barbuda,Men,35-39,1955
1.1,6547,,ATG,Antigua and Barbuda,Men,35-39,1960
1.1,6547,,ATG,Antigua and Barbuda,Men,35-39,1965
1.1,6547,,ATG,Antigua and Barbuda,Men,35-39,1970
0.8,6547,,ATG,Antigua and Barbuda,Men,35-39,1975
0.8,6547,,ATG,Antigua and Barbuda,Men,35-39,1980
1.2,6547,,ATG,Antigua and Barbuda,Men,35-39,1985
1.9,6547,,ATG,Antigua and Barbuda,Men,35-39,1990
2.5,6547,,ATG,Antigua and Barbuda,Men,35-39,1995
2.9,6547,,ATG,Antigua and Barbuda,Men,35-39,2000
3.1,6547,,ATG,Antigua and Barbuda,Men,35-39,2005
3.1,6547,,ATG,Antigua and Barbuda,Men,35-39,2010
3.1,6547,,ATG,Antigua and Barbuda,Men,35-39,2015
3.3,6547,,ATG,Antigua and Barbuda,Men,35-39,2020
3.5,6547,,ATG,Antigua and Barbuda,Men,35-39,2025
3.6,6547,,ATG,Antigua and Barbuda,Men,35-39,2030
3.6,6547,,ATG,Antigua and Barbuda,Men,35-39,2035
3.3,6547,,ATG,Antigua and Barbuda,Men,35-39,2040
3.3,6547,,ATG,Antigua and Barbuda,Men,35-39,2045
2.9,6547,,ATG,Antigua and Barbuda,Men,35-39,2050
2.6,6547,,ATG,Antigua and Barbuda,Men,35-39,2055
2.8,6547,,ATG,Antigua and Barbuda,Men,35-39,2060
2.7,6547,,ATG,Antigua and Barbuda,Men,35-39,2065
2.6,6547,,ATG,Antigua and Barbuda,Men,35-39,2070
2.4,6547,,ATG,Antigua and Barbuda,Men,35-39,2075
2.3,6547,,ATG,Antigua and Barbuda,Men,35-39,2080
2.2,6547,,ATG,Antigua and Barbuda,Men,35-39,2085
2.1,6547,,ATG,Antigua and Barbuda,Men,35-39,2090
2.1,6547,,ATG,Antigua and Barbuda,Men,35-39,2095
2.0,6547,,ATG,Antigua and Barbuda,Men,35-39,2100
1.1,6547,,ATG,Antigua and Barbuda,Men,40-44,1950
1.0,6547,,ATG,Antigua and Barbuda,Men,40-44,1955
1.3,6547,,ATG,Antigua and Barbuda,Men,40-44,1960
1.1,6547,,ATG,Antigua and Barbuda,Men,40-44,1965
1.1,6547,,ATG,Antigua and Barbuda,Men,40-44,1970
1.1,6547,,ATG,Antigua and Barbuda,Men,40-44,1975
0.7,6547,,ATG,Antigua and Barbuda,Men,40-44,1980
0.8,6547,,ATG,Antigua and Barbuda,Men,40-44,1985
1.5,6547,,ATG,Antigua and Barbuda,Men,40-44,1990
1.9,6547,,ATG,Antigua and Barbuda,Men,40-44,1995
2.4,6547,,ATG,Antigua and Barbuda,Men,40-44,2000
2.9,6547,,ATG,Antigua and Barbuda,Men,40-44,2005
3.2,6547,,ATG,Antigua and Barbuda,Men,40-44,2010
3.1,6547,,ATG,Antigua and Barbuda,Men,40-44,2015
3.1,6547,,ATG,Antigua and Barbuda,Men,40-44,2020
3.3,6547,,ATG,Antigua and Barbuda,Men,40-44,2025
3.5,6547,,ATG,Antigua and Barbuda,Men,40-44,2030
3.6,6547,,ATG,Antigua and Barbuda,Men,40-44,2035
3.6,6547,,ATG,Antigua and Barbuda,Men,40-44,2040
3.3,6547,,ATG,Antigua and Barbuda,Men,40-44,2045
3.3,6547,,ATG,Antigua and Barbuda,Men,40-44,2050
2.9,6547,,ATG,Antigua and Barbuda,Men,40-44,2055
2.6,6547,,ATG,Antigua and Barbuda,Men,40-44,2060
2.8,6547,,ATG,Antigua and Barbuda,Men,40-44,2065
2.7,6547,,ATG,Antigua and Barbuda,Men,40-44,2070
2.6,6547,,ATG,Antigua and Barbuda,Men,40-44,2075
2.4,6547,,ATG,Antigua and Barbuda,Men,40-44,2080
2.3,6547,,ATG,Antigua and Barbuda,Men,40-44,2085
2.2,6547,,ATG,Antigua and Barbuda,Men,40-44,2090
2.1,6547,,ATG,Antigua and Barbuda,Men,40-44,2095
2.1,6547,,ATG,Antigua and Barbuda,Men,40-44,2100
1.1,6547,,ATG,Antigua and Barbuda,Men,45-49,1950
1.1,6547,,ATG,Antigua and Barbuda,Men,45-49,1955
1.0,6547,,ATG,Antigua and Barbuda,Men,45-49,1960
1.3,6547,,ATG,Antigua and Barbuda,Men,45-49,1965
1.2,6547,,ATG,Antigua and Barbuda,Men,45-49,1970
1.1,6547,,ATG,Antigua and Barbuda,Men,45-49,1975
1.1,6547,,ATG,Antigua and Barbuda,Men,45-49,1980
0.8,6547,,ATG,Antigua and Barbuda,Men,45-49,1985
1.1,6547,,ATG,Antigua and Barbuda,Men,45-49,1990
1.5,6547,,ATG,Antigua and Barbuda,Men,45-49,1995
1.9,6547,,ATG,Antigua and Barbuda,Men,45-49,2000
2.4,6547,,ATG,Antigua and Barbuda,Men,45-49,2005
2.9,6547,,ATG,Antigua and Barbuda,Men,45-49,2010
3.2,6547,,ATG,Antigua and Barbuda,Men,45-49,2015
3.1,6547,,ATG,Antigua and Barbuda,Men,45-49,2020
3.1,6547,,ATG,Antigua and Barbuda,Men,45-49,2025
3.2,6547,,ATG,Antigua and Barbuda,Men,45-49,2030
3.4,6547,,ATG,Antigua and Barbuda,Men,45-49,2035
3.5,6547,,ATG,Antigua and Barbuda,Men,45-49,2040
3.5,6547,,ATG,Antigua and Barbuda,Men,45-49,2045
3.3,6547,,ATG,Antigua and Barbuda,Men,45-49,2050
3.3,6547,,ATG,Antigua and Barbuda,Men,45-49,2055
2.9,6547,,ATG,Antigua and Barbuda,Men,45-49,2060
2.6,6547,,ATG,Antigua and Barbuda,Men,45-49,2065
2.8,6547,,ATG,Antigua and Barbuda,Men,45-49,2070
2.7,6547,,ATG,Antigua and Barbuda,Men,45-49,2075
2.6,6547,,ATG,Antigua and Barbuda,Men,45-49,2080
2.4,6547,,ATG,Antigua and Barbuda,Men,45-49,2085
2.3,6547,,ATG,Antigua and Barbuda,Men,45-49,2090
2.2,6547,,ATG,Antigua and Barbuda,Men,45-49,2095
2.1,6547,,ATG,Antigua and Barbuda,Men,45-49,2100
0.8,6547,,ATG,Antigua and Barbuda,Men,50-54,1950
1.0,6547,,ATG,Antigua and Barbuda,Men,50-54,1955
1.0,6547,,ATG,Antigua and Barbuda,Men,50-54,1960
1.0,6547,,ATG,Antigua and Barbuda,Men,50-54,1965
1.2,6547,,ATG,Antigua and Barbuda,Men,50-54,1970
1.3,6547,,ATG,Antigua and Barbuda,Men,50-54,1975
1.2,6547,,ATG,Antigua and Barbuda,Men,50-54,1980
1.0,6547,,ATG,Antigua and Barbuda,Men,50-54,1985
0.9,6547,,ATG,Antigua and Barbuda,Men,50-54,1990
1.1,6547,,ATG,Antigua and Barbuda,Men,50-54,1995
1.4,6547,,ATG,Antigua and Barbuda,Men,50-54,2000
1.9,6547,,ATG,Antigua and Barbuda,Men,50-54,2005
2.4,6547,,ATG,Antigua and Barbuda,Men,50-54,2010
2.8,6547,,ATG,Antigua and Barbuda,Men,50-54,2015
3.1,6547,,ATG,Antigua and Barbuda,Men,50-54,2020
3.0,6547,,ATG,Antigua and Barbuda,Men,50-54,2025
3.0,6547,,ATG,Antigua and Barbuda,Men,50-54,2030
3.2,6547,,ATG,Antigua and Barbuda,Men,50-54,2035
3.4,6547,,ATG,Antigua and Barbuda,Men,50-54,2040
3.5,6547,,ATG,Antigua and Barbuda,Men,50-54,2045
3.5,6547,,ATG,Antigua and Barbuda,Men,50-54,2050
3.2,6547,,ATG,Antigua and Barbuda,Men,50-54,2055
3.2,6547,,ATG,Antigua and Barbuda,Men,50-54,2060
2.8,6547,,ATG,Antigua and Barbuda,Men,50-54,2065
2.6,6547,,ATG,Antigua and Barbuda,Men,50-54,2070
2.7,6547,,ATG,Antigua and Barbuda,Men,50-54,2075
2.7,6547,,ATG,Antigua and Barbuda,Men,50-54,2080
2.5,6547,,ATG,Antigua and Barbuda,Men,50-54,2085
2.4,6547,,ATG,Antigua and Barbuda,Men,50-54,2090
2.3,6547,,ATG,Antigua and Barbuda,Men,50-54,2095
2.2,6547,,ATG,Antigua and Barbuda,Men,50-54,2100
0.4,6547,,ATG,Antigua and Barbuda,Men,55-59,1950
0.7,6547,,ATG,Antigua and Barbuda,Men,55-59,1955
1.0,6547,,ATG,Antigua and Barbuda,Men,55-59,1960
1.0,6547,,ATG,Antigua and Barbuda,Men,55-59,1965
1.2,6547,,ATG,Antigua and Barbuda,Men,55-59,1970
1.2,6547,,ATG,Antigua and Barbuda,Men,55-59,1975
1.3,6547,,ATG,Antigua and Barbuda,Men,55-59,1980
1.1,6547,,ATG,Antigua and Barbuda,Men,55-59,1985
0.9,6547,,ATG,Antigua and Barbuda,Men,55-59,1990
0.9,6547,,ATG,Antigua and Barbuda,Men,55-59,1995
1.0,6547,,ATG,Antigua and Barbuda,Men,55-59,2000
1.4,6547,,ATG,Antigua and Barbuda,Men,55-59,2005
1.8,6547,,ATG,Antigua and Barbuda,Men,55-59,2010
2.3,6547,,ATG,Antigua and Barbuda,Men,55-59,2015
2.7,6547,,ATG,Antigua and Barbuda,Men,55-59,2020
3.0,6547,,ATG,Antigua and Barbuda,Men,55-59,2025
2.9,6547,,ATG,Antigua and Barbuda,Men,55-59,2030
2.9,6547,,ATG,Antigua and Barbuda,Men,55-59,2035
3.1,6547,,ATG,Antigua and Barbuda,Men,55-59,2040
3.3,6547,,ATG,Antigua and Barbuda,Men,55-59,2045
3.4,6547,,ATG,Antigua and Barbuda,Men,55-59,2050
3.4,6547,,ATG,Antigua and Barbuda,Men,55-59,2055
3.2,6547,,ATG,Antigua and Barbuda,Men,55-59,2060
3.2,6547,,ATG,Antigua and Barbuda,Men,55-59,2065
2.8,6547,,ATG,Antigua and Barbuda,Men,55-59,2070
2.6,6547,,ATG,Antigua and Barbuda,Men,55-59,2075
2.7,6547,,ATG,Antigua and Barbuda,Men,55-59,2080
2.6,6547,,ATG,Antigua and Barbuda,Men,55-59,2085
2.5,6547,,ATG,Antigua and Barbuda,Men,55-59,2090
2.4,6547,,ATG,Antigua and Barbuda,Men,55-59,2095
2.2,6547,,ATG,Antigua and Barbuda,Men,55-59,2100
0.3,6547,,ATG,Antigua and Barbuda,Men,60-64,1950
0.4,6547,,ATG,Antigua and Barbuda,Men,60-64,1955
0.7,6547,,ATG,Antigua and Barbuda,Men,60-64,1960
0.8,6547,,ATG,Antigua and Barbuda,Men,60-64,1965
0.9,6547,,ATG,Antigua and Barbuda,Men,60-64,1970
1.1,6547,,ATG,Antigua and Barbuda,Men,60-64,1975
1.2,6547,,ATG,Antigua and Barbuda,Men,60-64,1980
1.2,6547,,ATG,Antigua and Barbuda,Men,60-64,1985
0.8,6547,,ATG,Antigua and Barbuda,Men,60-64,1990
0.8,6547,,ATG,Antigua and Barbuda,Men,60-64,1995
0.8,6547,,ATG,Antigua and Barbuda,Men,60-64,2000
1.0,6547,,ATG,Antigua and Barbuda,Men,60-64,2005
1.3,6547,,ATG,Antigua and Barbuda,Men,60-64,2010
1.7,6547,,ATG,Antigua and Barbuda,Men,60-64,2015
2.1,6547,,ATG,Antigua and Barbuda,Men,60-64,2020
2.6,6547,,ATG,Antigua and Barbuda,Men,60-64,2025
2.9,6547,,ATG,Antigua and Barbuda,Men,60-64,2030
2.8,6547,,ATG,Antigua and Barbuda,Men,60-64,2035
2.8,6547,,ATG,Antigua and Barbuda,Men,60-64,2040
3.0,6547,,ATG,Antigua and Barbuda,Men,60-64,2045
3.2,6547,,ATG,Antigua and Barbuda,Men,60-64,2050
3.3,6547,,ATG,Antigua and Barbuda,Men,60-64,2055
3.3,6547,,ATG,Antigua and Barbuda,Men,60-64,2060
3.1,6547,,ATG,Antigua and Barbuda,Men,60-64,2065
3.1,6547,,ATG,Antigua and Barbuda,Men,60-64,2070
2.7,6547,,ATG,Antigua and Barbuda,Men,60-64,2075
2.5,6547,,ATG,Antigua and Barbuda,Men,60-64,2080
2.7,6547,,ATG,Antigua and Barbuda,Men,60-64,2085
2.6,6547,,ATG,Antigua and Barbuda,Men,60-64,2090
2.5,6547,,ATG,Antigua and Barbuda,Men,60-64,2095
2.3,6547,,ATG,Antigua and Barbuda,Men,60-64,2100
0.2,6547,,ATG,Antigua and Barbuda,Men,65-69,1950
0.2,6547,,ATG,Antigua and Barbuda,Men,65-69,1955
0.3,6547,,ATG,Antigua and Barbuda,Men,65-69,1960
0.5,6547,,ATG,Antigua and Barbuda,Men,65-69,1965
0.5,6547,,ATG,Antigua and Barbuda,Men,65-69,1970
0.8,6547,,ATG,Antigua and Barbuda,Men,65-69,1975
1.0,6547,,ATG,Antigua and Barbuda,Men,65-69,1980
1.0,6547,,ATG,Antigua and Barbuda,Men,65-69,1985
0.8,6547,,ATG,Antigua and Barbuda,Men,65-69,1990
0.7,6547,,ATG,Antigua and Barbuda,Men,65-69,1995
0.7,6547,,ATG,Antigua and Barbuda,Men,65-69,2000
0.8,6547,,ATG,Antigua and Barbuda,Men,65-69,2005
0.9,6547,,ATG,Antigua and Barbuda,Men,65-69,2010
1.2,6547,,ATG,Antigua and Barbuda,Men,65-69,2015
1.5,6547,,ATG,Antigua and Barbuda,Men,65-69,2020
2.0,6547,,ATG,Antigua and Barbuda,Men,65-69,2025
2.4,6547,,ATG,Antigua and Barbuda,Men,65-69,2030
2.6,6547,,ATG,Antigua and Barbuda,Men,65-69,2035
2.6,6547,,ATG,Antigua and Barbuda,Men,65-69,2040
