value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Years__ESTANDAR
79.1,6547,,ATG,Antigua and Barbuda,Both sexes,2032
79.3,6547,,ATG,Antigua and Barbuda,Both sexes,2033
79.5,6547,,ATG,Antigua and Barbuda,Both sexes,2034
79.7,6547,,ATG,Antigua and Barbuda,Both sexes,2035
79.8,6547,,ATG,Antigua and Barbuda,Both sexes,2036
80.0,6547,,ATG,Antigua and Barbuda,Both sexes,2037
80.2,6547,,ATG,Antigua and Barbuda,Both sexes,2038
80.3,6547,,ATG,Antigua and Barbuda,Both sexes,2039
80.5,6547,,ATG,Antigua and Barbuda,Both sexes,2040
80.7,6547,,ATG,Antigua and Barbuda,Both sexes,2041
80.8,6547,,ATG,Antigua and Barbuda,Both sexes,2042
81.0,6547,,ATG,Antigua and Barbuda,Both sexes,2043
81.1,6547,,ATG,Antigua and Barbuda,Both sexes,2044
81.3,6547,,ATG,Antigua and Barbuda,Both sexes,2045
81.5,6547,,ATG,Antigua and Barbuda,Both sexes,2046
81.6,6547,,ATG,Antigua and Barbuda,Both sexes,2047
81.8,6547,,ATG,Antigua and Barbuda,Both sexes,2048
81.9,6547,,ATG,Antigua and Barbuda,Both sexes,2049
82.1,6547,,ATG,Antigua and Barbuda,Both sexes,2050
82.2,6547,,ATG,Antigua and Barbuda,Both sexes,2051
82.4,6547,,ATG,Antigua and Barbuda,Both sexes,2052
82.5,6547,,ATG,Antigua and Barbuda,Both sexes,2053
82.7,6547,,ATG,Antigua and Barbuda,Both sexes,2054
82.8,6547,,ATG,Antigua and Barbuda,Both sexes,2055
83.0,6547,,ATG,Antigua and Barbuda,Both sexes,2056
83.1,6547,,ATG,Antigua and Barbuda,Both sexes,2057
83.3,6547,,ATG,Antigua and Barbuda,Both sexes,2058
83.4,6547,,ATG,Antigua and Barbuda,Both sexes,2059
83.5,6547,,ATG,Antigua and Barbuda,Both sexes,2060
83.7,6547,,ATG,Antigua and Barbuda,Both sexes,2061
83.8,6547,,ATG,Antigua and Barbuda,Both sexes,2062
83.9,6547,,ATG,Antigua and Barbuda,Both sexes,2063
84.1,6547,,ATG,Antigua and Barbuda,Both sexes,2064
84.2,6547,,ATG,Antigua and Barbuda,Both sexes,2065
84.3,6547,,ATG,Antigua and Barbuda,Both sexes,2066
84.5,6547,,ATG,Antigua and Barbuda,Both sexes,2067
84.6,6547,,ATG,Antigua and Barbuda,Both sexes,2068
84.7,6547,,ATG,Antigua and Barbuda,Both sexes,2069
84.8,6547,,ATG,Antigua and Barbuda,Both sexes,2070
85.0,6547,,ATG,Antigua and Barbuda,Both sexes,2071
85.1,6547,,ATG,Antigua and Barbuda,Both sexes,2072
85.2,6547,,ATG,Antigua and Barbuda,Both sexes,2073
85.3,6547,,ATG,Antigua and Barbuda,Both sexes,2074
85.5,6547,,ATG,Antigua and Barbuda,Both sexes,2075
85.6,6547,,ATG,Antigua and Barbuda,Both sexes,2076
85.7,6547,,ATG,Antigua and Barbuda,Both sexes,2077
85.8,6547,,ATG,Antigua and Barbuda,Both sexes,2078
85.9,6547,,ATG,Antigua and Barbuda,Both sexes,2079
86.1,6547,,ATG,Antigua and Barbuda,Both sexes,2080
86.2,6547,,ATG,Antigua and Barbuda,Both sexes,2081
86.3,6547,,ATG,Antigua and Barbuda,Both sexes,2082
86.4,6547,,ATG,Antigua and Barbuda,Both sexes,2083
86.5,6547,,ATG,Antigua and Barbuda,Both sexes,2084
86.7,6547,,ATG,Antigua and Barbuda,Both sexes,2085
86.8,6547,,ATG,Antigua and Barbuda,Both sexes,2086
86.9,6547,,ATG,Antigua and Barbuda,Both sexes,2087
87.0,6547,,ATG,Antigua and Barbuda,Both sexes,2088
87.1,6547,,ATG,Antigua and Barbuda,Both sexes,2089
87.2,6547,,ATG,Antigua and Barbuda,Both sexes,2090
87.4,6547,,ATG,Antigua and Barbuda,Both sexes,2091
87.5,6547,,ATG,Antigua and Barbuda,Both sexes,2092
87.6,6547,,ATG,Antigua and Barbuda,Both sexes,2093
87.7,6547,,ATG,Antigua and Barbuda,Both sexes,2094
87.8,6547,,ATG,Antigua and Barbuda,Both sexes,2095
87.9,6547,,ATG,Antigua and Barbuda,Both sexes,2096
88.0,6547,,ATG,Antigua and Barbuda,Both sexes,2097
88.2,6547,,ATG,Antigua and Barbuda,Both sexes,2098
88.3,6547,,ATG,Antigua and Barbuda,Both sexes,2099
88.4,6547,,ATG,Antigua and Barbuda,Both sexes,2100
55.8,6547,,ATG,Antigua and Barbuda,Men,1950
56.3,6547,,ATG,Antigua and Barbuda,Men,1951
56.7,6547,,ATG,Antigua and Barbuda,Men,1952
57.1,6547,,ATG,Antigua and Barbuda,Men,1953
57.4,6547,,ATG,Antigua and Barbuda,Men,1954
57.8,6547,,ATG,Antigua and Barbuda,Men,1955
58.2,6547,,ATG,Antigua and Barbuda,Men,1956
58.6,6547,,ATG,Antigua and Barbuda,Men,1957
59.1,6547,,ATG,Antigua and Barbuda,Men,1958
59.6,6547,,ATG,Antigua and Barbuda,Men,1959
60.1,6547,,ATG,Antigua and Barbuda,Men,1960
60.8,6547,,ATG,Antigua and Barbuda,Men,1961
61.4,6547,,ATG,Antigua and Barbuda,Men,1962
62.0,6547,,ATG,Antigua and Barbuda,Men,1963
62.7,6547,,ATG,Antigua and Barbuda,Men,1964
63.4,6547,,ATG,Antigua and Barbuda,Men,1965
64.1,6547,,ATG,Antigua and Barbuda,Men,1966
64.7,6547,,ATG,Antigua and Barbuda,Men,1967
65.3,6547,,ATG,Antigua and Barbuda,Men,1968
65.8,6547,,ATG,Antigua and Barbuda,Men,1969
66.3,6547,,ATG,Antigua and Barbuda,Men,1970
66.8,6547,,ATG,Antigua and Barbuda,Men,1971
67.2,6547,,ATG,Antigua and Barbuda,Men,1972
67.6,6547,,ATG,Antigua and Barbuda,Men,1973
68.0,6547,,ATG,Antigua and Barbuda,Men,1974
68.4,6547,,ATG,Antigua and Barbuda,Men,1975
68.7,6547,,ATG,Antigua and Barbuda,Men,1976
69.1,6547,,ATG,Antigua and Barbuda,Men,1977
69.4,6547,,ATG,Antigua and Barbuda,Men,1978
69.7,6547,,ATG,Antigua and Barbuda,Men,1979
70.0,6547,,ATG,Antigua and Barbuda,Men,1980
70.3,6547,,ATG,Antigua and Barbuda,Men,1981
70.5,6547,,ATG,Antigua and Barbuda,Men,1982
70.7,6547,,ATG,Antigua and Barbuda,Men,1983
70.8,6547,,ATG,Antigua and Barbuda,Men,1984
70.9,6547,,ATG,Antigua and Barbuda,Men,1985
71.0,6547,,ATG,Antigua and Barbuda,Men,1986
71.0,6547,,ATG,Antigua and Barbuda,Men,1987
70.9,6547,,ATG,Antigua and Barbuda,Men,1988
70.8,6547,,ATG,Antigua and Barbuda,Men,1989
70.8,6547,,ATG,Antigua and Barbuda,Men,1990
70.7,6547,,ATG,Antigua and Barbuda,Men,1991
70.6,6547,,ATG,Antigua and Barbuda,Men,1992
70.6,6547,,ATG,Antigua and Barbuda,Men,1993
70.6,6547,,ATG,Antigua and Barbuda,Men,1994
70.6,6547,,ATG,Antigua and Barbuda,Men,1995
70.7,6547,,ATG,Antigua and Barbuda,Men,1996
70.8,6547,,ATG,Antigua and Barbuda,Men,1997
70.8,6547,,ATG,Antigua and Barbuda,Men,1998
71.0,6547,,ATG,Antigua and Barbuda,Men,1999
71.3,6547,,ATG,Antigua and Barbuda,Men,2000
71.5,6547,,ATG,Antigua and Barbuda,Men,2001
71.8,6547,,ATG,Antigua and Barbuda,Men,2002
72.2,6547,,ATG,Antigua and Barbuda,Men,2003
72.3,6547,,ATG,Antigua and Barbuda,Men,2004
72.2,6547,,ATG,Antigua and Barbuda,Men,2005
72.3,6547,,ATG,Antigua and Barbuda,Men,2006
72.4,6547,,ATG,Antigua and Barbuda,Men,2007
72.8,6547,,ATG,Antigua and Barbuda,Men,2008
73.0,6547,,ATG,Antigua and Barbuda,Men,2009
73.3,6547,,ATG,Antigua and Barbuda,Men,2010
73.6,6547,,ATG,Antigua and Barbuda,Men,2011
73.6,6547,,ATG,Antigua and Barbuda,Men,2012
73.5,6547,,ATG,Antigua and Barbuda,Men,2013
73.4,6547,,ATG,Antigua and Barbuda,Men,2014
73.5,6547,,ATG,Antigua and Barbuda,Men,2015
73.7,6547,,ATG,Antigua and Barbuda,Men,2016
73.9,6547,,ATG,Antigua and Barbuda,Men,2017
74.0,6547,,ATG,Antigua and Barbuda,Men,2018
74.1,6547,,ATG,Antigua and Barbuda,Men,2019
74.2,6547,,ATG,Antigua and Barbuda,Men,2020
74.3,6547,,ATG,Antigua and Barbuda,Men,2021
74.5,6547,,ATG,Antigua and Barbuda,Men,2022
74.5,6547,,ATG,Antigua and Barbuda,Men,2023
74.7,6547,,ATG,Antigua and Barbuda,Men,2024
74.9,6547,,ATG,Antigua and Barbuda,Men,2025
75.1,6547,,ATG,Antigua and Barbuda,Men,2026
75.3,6547,,ATG,Antigua and Barbuda,Men,2027
75.5,6547,,ATG,Antigua and Barbuda,Men,2028
75.7,6547,,ATG,Antigua and Barbuda,Men,2029
75.9,6547,,ATG,Antigua and Barbuda,Men,2030
76.1,6547,,ATG,Antigua and Barbuda,Men,2031
76.3,6547,,ATG,Antigua and Barbuda,Men,2032
76.5,6547,,ATG,Antigua and Barbuda,Men,2033
76.7,6547,,ATG,Antigua and Barbuda,Men,2034
76.9,6547,,ATG,Antigua and Barbuda,Men,2035
77.1,6547,,ATG,Antigua and Barbuda,Men,2036
77.3,6547,,ATG,Antigua and Barbuda,Men,2037
77.5,6547,,ATG,Antigua and Barbuda,Men,2038
77.7,6547,,ATG,Antigua and Barbuda,Men,2039
77.9,6547,,ATG,Antigua and Barbuda,Men,2040
78.1,6547,,ATG,Antigua and Barbuda,Men,2041
78.3,6547,,ATG,Antigua and Barbuda,Men,2042
78.5,6547,,ATG,Antigua and Barbuda,Men,2043
78.7,6547,,ATG,Antigua and Barbuda,Men,2044
78.9,6547,,ATG,Antigua and Barbuda,Men,2045
79.1,6547,,ATG,Antigua and Barbuda,Men,2046
79.2,6547,,ATG,Antigua and Barbuda,Men,2047
79.4,6547,,ATG,Antigua and Barbuda,Men,2048
79.6,6547,,ATG,Antigua and Barbuda,Men,2049
79.8,6547,,ATG,Antigua and Barbuda,Men,2050
80.0,6547,,ATG,Antigua and Barbuda,Men,2051
80.2,6547,,ATG,Antigua and Barbuda,Men,2052
80.4,6547,,ATG,Antigua and Barbuda,Men,2053
80.5,6547,,ATG,Antigua and Barbuda,Men,2054
80.7,6547,,ATG,Antigua and Barbuda,Men,2055
80.9,6547,,ATG,Antigua and Barbuda,Men,2056
81.0,6547,,ATG,Antigua and Barbuda,Men,2057
81.2,6547,,ATG,Antigua and Barbuda,Men,2058
81.4,6547,,ATG,Antigua and Barbuda,Men,2059
81.5,6547,,ATG,Antigua and Barbuda,Men,2060
81.7,6547,,ATG,Antigua and Barbuda,Men,2061
81.9,6547,,ATG,Antigua and Barbuda,Men,2062
82.0,6547,,ATG,Antigua and Barbuda,Men,2063
82.2,6547,,ATG,Antigua and Barbuda,Men,2064
82.3,6547,,ATG,Antigua and Barbuda,Men,2065
82.5,6547,,ATG,Antigua and Barbuda,Men,2066
82.6,6547,,ATG,Antigua and Barbuda,Men,2067
82.8,6547,,ATG,Antigua and Barbuda,Men,2068
82.9,6547,,ATG,Antigua and Barbuda,Men,2069
83.1,6547,,ATG,Antigua and Barbuda,Men,2070
83.2,6547,,ATG,Antigua and Barbuda,Men,2071
83.4,6547,,ATG,Antigua and Barbuda,Men,2072
83.5,6547,,ATG,Antigua and Barbuda,Men,2073
83.6,6547,,ATG,Antigua and Barbuda,Men,2074
83.8,6547,,ATG,Antigua and Barbuda,Men,2075
83.9,6547,,ATG,Antigua and Barbuda,Men,2076
84.0,6547,,ATG,Antigua and Barbuda,Men,2077
84.2,6547,,ATG,Antigua and Barbuda,Men,2078
84.3,6547,,ATG,Antigua and Barbuda,Men,2079
84.4,6547,,ATG,Antigua and Barbuda,Men,2080
84.6,6547,,ATG,Antigua and Barbuda,Men,2081
84.7,6547,,ATG,Antigua and Barbuda,Men,2082
84.8,6547,,ATG,Antigua and Barbuda,Men,2083
84.9,6547,,ATG,Antigua and Barbuda,Men,2084
85.1,6547,,ATG,Antigua and Barbuda,Men,2085
85.2,6547,,ATG,Antigua and Barbuda,Men,2086
85.3,6547,,ATG,Antigua and Barbuda,Men,2087
85.5,6547,,ATG,Antigua and Barbuda,Men,2088
85.6,6547,,ATG,Antigua and Barbuda,Men,2089
85.7,6547,,ATG,Antigua and Barbuda,Men,2090
85.8,6547,,ATG,Antigua and Barbuda,Men,2091
85.9,6547,,ATG,Antigua and Barbuda,Men,2092
86.0,6547,,ATG,Antigua and Barbuda,Men,2093
86.2,6547,,ATG,Antigua and Barbuda,Men,2094
86.3,6547,,ATG,Antigua and Barbuda,Men,2095
86.4,6547,,ATG,Antigua and Barbuda,Men,2096
86.5,6547,,ATG,Antigua and Barbuda,Men,2097
86.6,6547,,ATG,Antigua and Barbuda,Men,2098
86.8,6547,,ATG,Antigua and Barbuda,Men,2099
86.9,6547,,ATG,Antigua and Barbuda,Men,2100
59.8,6547,,ATG,Antigua and Barbuda,Women,1950
60.4,6547,,ATG,Antigua and Barbuda,Women,1951
60.8,6547,,ATG,Antigua and Barbuda,Women,1952
61.3,6547,,ATG,Antigua and Barbuda,Women,1953
61.7,6547,,ATG,Antigua and Barbuda,Women,1954
62.2,6547,,ATG,Antigua and Barbuda,Women,1955
62.6,6547,,ATG,Antigua and Barbuda,Women,1956
63.1,6547,,ATG,Antigua and Barbuda,Women,1957
63.7,6547,,ATG,Antigua and Barbuda,Women,1958
64.2,6547,,ATG,Antigua and Barbuda,Women,1959
64.8,6547,,ATG,Antigua and Barbuda,Women,1960
65.5,6547,,ATG,Antigua and Barbuda,Women,1961
66.2,6547,,ATG,Antigua and Barbuda,Women,1962
67.0,6547,,ATG,Antigua and Barbuda,Women,1963
67.8,6547,,ATG,Antigua and Barbuda,Women,1964
68.6,6547,,ATG,Antigua and Barbuda,Women,1965
69.4,6547,,ATG,Antigua and Barbuda,Women,1966
70.1,6547,,ATG,Antigua and Barbuda,Women,1967
70.8,6547,,ATG,Antigua and Barbuda,Women,1968
71.4,6547,,ATG,Antigua and Barbuda,Women,1969
72.0,6547,,ATG,Antigua and Barbuda,Women,1970
72.5,6547,,ATG,Antigua and Barbuda,Women,1971
73.0,6547,,ATG,Antigua and Barbuda,Women,1972
73.4,6547,,ATG,Antigua and Barbuda,Women,1973
73.8,6547,,ATG,Antigua and Barbuda,Women,1974
74.1,6547,,ATG,Antigua and Barbuda,Women,1975
74.5,6547,,ATG,Antigua and Barbuda,Women,1976
74.9,6547,,ATG,Antigua and Barbuda,Women,1977
75.3,6547,,ATG,Antigua and Barbuda,Women,1978
75.6,6547,,ATG,Antigua and Barbuda,Women,1979
75.9,6547,,ATG,Antigua and Barbuda,Women,1980
76.1,6547,,ATG,Antigua and Barbuda,Women,1981
76.2,6547,,ATG,Antigua and Barbuda,Women,1982
76.4,6547,,ATG,Antigua and Barbuda,Women,1983
76.5,6547,,ATG,Antigua and Barbuda,Women,1984
76.6,6547,,ATG,Antigua and Barbuda,Women,1985
76.6,6547,,ATG,Antigua and Barbuda,Women,1986
76.6,6547,,ATG,Antigua and Barbuda,Women,1987
76.5,6547,,ATG,Antigua and Barbuda,Women,1988
76.3,6547,,ATG,Antigua and Barbuda,Women,1989
76.3,6547,,ATG,Antigua and Barbuda,Women,1990
76.2,6547,,ATG,Antigua and Barbuda,Women,1991
76.1,6547,,ATG,Antigua and Barbuda,Women,1992
76.2,6547,,ATG,Antigua and Barbuda,Women,1993
76.3,6547,,ATG,Antigua and Barbuda,Women,1994
76.5,6547,,ATG,Antigua and Barbuda,Women,1995
76.9,6547,,ATG,Antigua and Barbuda,Women,1996
77.3,6547,,ATG,Antigua and Barbuda,Women,1997
77.5,6547,,ATG,Antigua and Barbuda,Women,1998
77.9,6547,,ATG,Antigua and Barbuda,Women,1999
78.3,6547,,ATG,Antigua and Barbuda,Women,2000
78.6,6547,,ATG,Antigua and Barbuda,Women,2001
78.5,6547,,ATG,Antigua and Barbuda,Women,2002
78.3,6547,,ATG,Antigua and Barbuda,Women,2003
78.2,6547,,ATG,Antigua and Barbuda,Women,2004
78.3,6547,,ATG,Antigua and Barbuda,Women,2005
78.6,6547,,ATG,Antigua and Barbuda,Women,2006
78.8,6547,,ATG,Antigua and Barbuda,Women,2007
79.2,6547,,ATG,Antigua and Barbuda,Women,2008
79.5,6547,,ATG,Antigua and Barbuda,Women,2009
79.9,6547,,ATG,Antigua and Barbuda,Women,2010
80.2,6547,,ATG,Antigua and Barbuda,Women,2011
80.4,6547,,ATG,Antigua and Barbuda,Women,2012
80.3,6547,,ATG,Antigua and Barbuda,Women,2013
80.1,6547,,ATG,Antigua and Barbuda,Women,2014
80.0,6547,,ATG,Antigua and Barbuda,Women,2015
79.9,6547,,ATG,Antigua and Barbuda,Women,2016
79.9,6547,,ATG,Antigua and Barbuda,Women,2017
79.9,6547,,ATG,Antigua and Barbuda,Women,2018
79.8,6547,,ATG,Antigua and Barbuda,Women,2019
79.8,6547,,ATG,Antigua and Barbuda,Women,2020
79.8,6547,,ATG,Antigua and Barbuda,Women,2021
80.2,6547,,ATG,Antigua and Barbuda,Women,2022
80.3,6547,,ATG,Antigua and Barbuda,Women,2023
80.4,6547,,ATG,Antigua and Barbuda,Women,2024
80.6,6547,,ATG,Antigua and Barbuda,Women,2025
80.7,6547,,ATG,Antigua and Barbuda,Women,2026
80.9,6547,,ATG,Antigua and Barbuda,Women,2027
81.0,6547,,ATG,Antigua and Barbuda,Women,2028
81.2,6547,,ATG,Antigua and Barbuda,Women,2029
81.3,6547,,ATG,Antigua and Barbuda,Women,2030
81.5,6547,,ATG,Antigua and Barbuda,Women,2031
81.6,6547,,ATG,Antigua and Barbuda,Women,2032
81.8,6547,,ATG,Antigua and Barbuda,Women,2033
81.9,6547,,ATG,Antigua and Barbuda,Women,2034
82.0,6547,,ATG,Antigua and Barbuda,Women,2035
82.2,6547,,ATG,Antigua and Barbuda,Women,2036
82.3,6547,,ATG,Antigua and Barbuda,Women,2037
82.5,6547,,ATG,Antigua and Barbuda,Women,2038
82.6,6547,,ATG,Antigua and Barbuda,Women,2039
82.7,6547,,ATG,Antigua and Barbuda,Women,2040
82.9,6547,,ATG,Antigua and Barbuda,Women,2041
83.0,6547,,ATG,Antigua and Barbuda,Women,2042
83.1,6547,,ATG,Antigua and Barbuda,Women,2043
83.3,6547,,ATG,Antigua and Barbuda,Women,2044
83.4,6547,,ATG,Antigua and Barbuda,Women,2045
83.5,6547,,ATG,Antigua and Barbuda,Women,2046
83.6,6547,,ATG,Antigua and Barbuda,Women,2047
83.8,6547,,ATG,Antigua and Barbuda,Women,2048
83.9,6547,,ATG,Antigua and Barbuda,Women,2049
84.0,6547,,ATG,Antigua and Barbuda,Women,2050
84.2,6547,,ATG,Antigua and Barbuda,Women,2051
84.3,6547,,ATG,Antigua and Barbuda,Women,2052
84.4,6547,,ATG,Antigua and Barbuda,Women,2053
84.5,6547,,ATG,Antigua and Barbuda,Women,2054
84.7,6547,,ATG,Antigua and Barbuda,Women,2055
84.8,6547,,ATG,Antigua and Barbuda,Women,2056
84.9,6547,,ATG,Antigua and Barbuda,Women,2057
85.0,6547,,ATG,Antigua and Barbuda,Women,2058
85.2,6547,,ATG,Antigua and Barbuda,Women,2059
85.3,6547,,ATG,Antigua and Barbuda,Women,2060
85.4,6547,,ATG,Antigua and Barbuda,Women,2061
85.5,6547,,ATG,Antigua and Barbuda,Women,2062
85.6,6547,,ATG,Antigua and Barbuda,Women,2063
85.8,6547,,ATG,Antigua and Barbuda,Women,2064
85.9,6547,,ATG,Antigua and Barbuda,Women,2065
86.0,6547,,ATG,Antigua and Barbuda,Women,2066
86.1,6547,,ATG,Antigua and Barbuda,Women,2067
86.2,6547,,ATG,Antigua and Barbuda,Women,2068
86.4,6547,,ATG,Antigua and Barbuda,Women,2069
86.5,6547,,ATG,Antigua and Barbuda,Women,2070
86.6,6547,,ATG,Antigua and Barbuda,Women,2071
86.7,6547,,ATG,Antigua and Barbuda,Women,2072
86.8,6547,,ATG,Antigua and Barbuda,Women,2073
86.9,6547,,ATG,Antigua and Barbuda,Women,2074
87.1,6547,,ATG,Antigua and Barbuda,Women,2075
87.2,6547,,ATG,Antigua and Barbuda,Women,2076
87.3,6547,,ATG,Antigua and Barbuda,Women,2077
87.4,6547,,ATG,Antigua and Barbuda,Women,2078
87.5,6547,,ATG,Antigua and Barbuda,Women,2079
87.6,6547,,ATG,Antigua and Barbuda,Women,2080
87.7,6547,,ATG,Antigua and Barbuda,Women,2081
87.9,6547,,ATG,Antigua and Barbuda,Women,2082
88.0,6547,,ATG,Antigua and Barbuda,Women,2083
88.1,6547,,ATG,Antigua and Barbuda,Women,2084
88.2,6547,,ATG,Antigua and Barbuda,Women,2085
88.3,6547,,ATG,Antigua and Barbuda,Women,2086
88.4,6547,,ATG,Antigua and Barbuda,Women,2087
88.5,6547,,ATG,Antigua and Barbuda,Women,2088
88.7,6547,,ATG,Antigua and Barbuda,Women,2089
88.8,6547,,ATG,Antigua and Barbuda,Women,2090
88.9,6547,,ATG,Antigua and Barbuda,Women,2091
89.0,6547,,ATG,Antigua and Barbuda,Women,2092
89.1,6547,,ATG,Antigua and Barbuda,Women,2093
89.2,6547,,ATG,Antigua and Barbuda,Women,2094
89.3,6547,,ATG,Antigua and Barbuda,Women,2095
89.5,6547,,ATG,Antigua and Barbuda,Women,2096
89.6,6547,,ATG,Antigua and Barbuda,Women,2097
89.7,6547,,ATG,Antigua and Barbuda,Women,2098
89.8,6547,,ATG,Antigua and Barbuda,Women,2099
89.9,6547,,ATG,Antigua and Barbuda,Women,2100
61.3,6547,,ARG,Argentina,Both sexes,1950
61.7,6547,,ARG,Argentina,Both sexes,1951
62.5,6547,,ARG,Argentina,Both sexes,1952
62.5,6547,,ARG,Argentina,Both sexes,1953
63.1,6547,,ARG,Argentina,Both sexes,1954
62.7,6547,,ARG,Argentina,Both sexes,1955
63.6,6547,,ARG,Argentina,Both sexes,1956
63.2,6547,,ARG,Argentina,Both sexes,1957
64.2,6547,,ARG,Argentina,Both sexes,1958
64.1,6547,,ARG,Argentina,Both sexes,1959
64.2,6547,,ARG,Argentina,Both sexes,1960
64.6,6547,,ARG,Argentina,Both sexes,1961
64.6,6547,,ARG,Argentina,Both sexes,1962
64.9,6547,,ARG,Argentina,Both sexes,1963
64.8,6547,,ARG,Argentina,Both sexes,1964
65.1,6547,,ARG,Argentina,Both sexes,1965
65.4,6547,,ARG,Argentina,Both sexes,1966
65.5,6547,,ARG,Argentina,Both sexes,1967
65.2,6547,,ARG,Argentina,Both sexes,1968
65.1,6547,,ARG,Argentina,Both sexes,1969
65.6,6547,,ARG,Argentina,Both sexes,1970
65.6,6547,,ARG,Argentina,Both sexes,1971
66.0,6547,,ARG,Argentina,Both sexes,1972
66.2,6547,,ARG,Argentina,Both sexes,1973
66.4,6547,,ARG,Argentina,Both sexes,1974
67.0,6547,,ARG,Argentina,Both sexes,1975
67.0,6547,,ARG,Argentina,Both sexes,1976
67.6,6547,,ARG,Argentina,Both sexes,1977
68.0,6547,,ARG,Argentina,Both sexes,1978
68.4,6547,,ARG,Argentina,Both sexes,1979
68.6,6547,,ARG,Argentina,Both sexes,1980
68.9,6547,,ARG,Argentina,Both sexes,1981
69.0,6547,,ARG,Argentina,Both sexes,1982
69.3,6547,,ARG,Argentina,Both sexes,1983
69.4,6547,,ARG,Argentina,Both sexes,1984
69.9,6547,,ARG,Argentina,Both sexes,1985
70.3,6547,,ARG,Argentina,Both sexes,1986
70.7,6547,,ARG,Argentina,Both sexes,1987
71.1,6547,,ARG,Argentina,Both sexes,1988
71.5,6547,,ARG,Argentina,Both sexes,1989
71.6,6547,,ARG,Argentina,Both sexes,1990
72.0,6547,,ARG,Argentina,Both sexes,1991
72.1,6547,,ARG,Argentina,Both sexes,1992
72.3,6547,,ARG,Argentina,Both sexes,1993
72.7,6547,,ARG,Argentina,Both sexes,1994
72.9,6547,,ARG,Argentina,Both sexes,1995
73.1,6547,,ARG,Argentina,Both sexes,1996
73.4,6547,,ARG,Argentina,Both sexes,1997
73.4,6547,,ARG,Argentina,Both sexes,1998
73.7,6547,,ARG,Argentina,Both sexes,1999
73.9,6547,,ARG,Argentina,Both sexes,2000
74.2,6547,,ARG,Argentina,Both sexes,2001
74.3,6547,,ARG,Argentina,Both sexes,2002
74.3,6547,,ARG,Argentina,Both sexes,2003
74.9,6547,,ARG,Argentina,Both sexes,2004
75.2,6547,,ARG,Argentina,Both sexes,2005
75.3,6547,,ARG,Argentina,Both sexes,2006
74.8,6547,,ARG,Argentina,Both sexes,2007
75.4,6547,,ARG,Argentina,Both sexes,2008
75.6,6547,,ARG,Argentina,Both sexes,2009
75.7,6547,,ARG,Argentina,Both sexes,2010
76.1,6547,,ARG,Argentina,Both sexes,2011
75.8,6547,,ARG,Argentina,Both sexes,2012
75.8,6547,,ARG,Argentina,Both sexes,2013
76.3,6547,,ARG,Argentina,Both sexes,2014
76.6,6547,,ARG,Argentina,Both sexes,2015
76.1,6547,,ARG,Argentina,Both sexes,2016
76.5,6547,,ARG,Argentina,Both sexes,2017
76.8,6547,,ARG,Argentina,Both sexes,2018
76.8,6547,,ARG,Argentina,Both sexes,2019
75.9,6547,,ARG,Argentina,Both sexes,2020
73.9,6547,,ARG,Argentina,Both sexes,2021
75.8,6547,,ARG,Argentina,Both sexes,2022
77.4,6547,,ARG,Argentina,Both sexes,2023
77.5,6547,,ARG,Argentina,Both sexes,2024
77.7,6547,,ARG,Argentina,Both sexes,2025
77.8,6547,,ARG,Argentina,Both sexes,2026
78.0,6547,,ARG,Argentina,Both sexes,2027
78.1,6547,,ARG,Argentina,Both sexes,2028
78.3,6547,,ARG,Argentina,Both sexes,2029
78.4,6547,,ARG,Argentina,Both sexes,2030
78.6,6547,,ARG,Argentina,Both sexes,2031
78.7,6547,,ARG,Argentina,Both sexes,2032
78.9,6547,,ARG,Argentina,Both sexes,2033
79.0,6547,,ARG,Argentina,Both sexes,2034
79.2,6547,,ARG,Argentina,Both sexes,2035
79.3,6547,,ARG,Argentina,Both sexes,2036
79.5,6547,,ARG,Argentina,Both sexes,2037
79.6,6547,,ARG,Argentina,Both sexes,2038
79.8,6547,,ARG,Argentina,Both sexes,2039
79.9,6547,,ARG,Argentina,Both sexes,2040
80.1,6547,,ARG,Argentina,Both sexes,2041
80.2,6547,,ARG,Argentina,Both sexes,2042
80.4,6547,,ARG,Argentina,Both sexes,2043
80.5,6547,,ARG,Argentina,Both sexes,2044
80.7,6547,,ARG,Argentina,Both sexes,2045
80.8,6547,,ARG,Argentina,Both sexes,2046
81.0,6547,,ARG,Argentina,Both sexes,2047
81.1,6547,,ARG,Argentina,Both sexes,2048
81.3,6547,,ARG,Argentina,Both sexes,2049
81.4,6547,,ARG,Argentina,Both sexes,2050
81.5,6547,,ARG,Argentina,Both sexes,2051
81.7,6547,,ARG,Argentina,Both sexes,2052
81.8,6547,,ARG,Argentina,Both sexes,2053
82.0,6547,,ARG,Argentina,Both sexes,2054
82.1,6547,,ARG,Argentina,Both sexes,2055
82.3,6547,,ARG,Argentina,Both sexes,2056
82.4,6547,,ARG,Argentina,Both sexes,2057
82.5,6547,,ARG,Argentina,Both sexes,2058
82.7,6547,,ARG,Argentina,Both sexes,2059
82.8,6547,,ARG,Argentina,Both sexes,2060
82.9,6547,,ARG,Argentina,Both sexes,2061
83.1,6547,,ARG,Argentina,Both sexes,2062
83.2,6547,,ARG,Argentina,Both sexes,2063
83.4,6547,,ARG,Argentina,Both sexes,2064
